convo,subID,partnerID,n_total,condition,n_long_500,freq_long_500,n_long_750,freq_long_750,n_long_1000,freq_long_1000,n_long_1250,freq_long_1250,n_long_1500,freq_long_1500,n_long_1750,freq_long_1750,n_long_2000,freq_long_2000,n_long_2250,freq_long_2250,n_long_2500,freq_long_2500,n_long_2750,freq_long_2750,n_long_3000,freq_long_3000
65_68,68,65,132.0,strangers_pure,28.0,0.21212121212121213,16.0,0.12121212121212122,12.0,0.09090909090909091,9.0,0.06818181818181818,6.0,0.045454545454545456,2.0,0.015151515151515152,2.0,0.015151515151515152,2.0,0.015151515151515152,2.0,0.015151515151515152,2.0,0.015151515151515152,0.0,0.0
43_44,43,44,156.0,strangers_pure,34.0,0.21794871794871795,15.0,0.09615384615384616,5.0,0.03205128205128205,4.0,0.02564102564102564,2.0,0.01282051282051282,1.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43_44,44,43,156.0,strangers_pure,34.0,0.21794871794871795,15.0,0.09615384615384616,5.0,0.03205128205128205,4.0,0.02564102564102564,2.0,0.01282051282051282,1.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60_64,60,64,136.0,strangers_pure,33.0,0.2426470588235294,23.0,0.16911764705882354,15.0,0.11029411764705882,9.0,0.0661764705882353,5.0,0.03676470588235294,4.0,0.029411764705882353,1.0,0.007352941176470588,1.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
60_64,64,60,136.0,strangers_pure,33.0,0.2426470588235294,23.0,0.16911764705882354,15.0,0.11029411764705882,9.0,0.0661764705882353,5.0,0.03676470588235294,4.0,0.029411764705882353,1.0,0.007352941176470588,1.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
86_90,86,90,204.0,strangers_pure,25.0,0.12254901960784313,14.0,0.06862745098039216,12.0,0.058823529411764705,5.0,0.024509803921568627,3.0,0.014705882352941176,2.0,0.00980392156862745,1.0,0.004901960784313725,1.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0
86_90,90,86,204.0,strangers_pure,25.0,0.12254901960784313,14.0,0.06862745098039216,12.0,0.058823529411764705,5.0,0.024509803921568627,3.0,0.014705882352941176,2.0,0.00980392156862745,1.0,0.004901960784313725,1.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0
26_30,26,30,179.0,strangers_pure,27.0,0.15083798882681565,15.0,0.08379888268156424,8.0,0.0446927374301676,3.0,0.01675977653631285,3.0,0.01675977653631285,2.0,0.0111731843575419,2.0,0.0111731843575419,1.0,0.00558659217877095,1.0,0.00558659217877095,1.0,0.00558659217877095,1.0,0.00558659217877095
26_30,30,26,179.0,strangers_pure,27.0,0.15083798882681565,15.0,0.08379888268156424,8.0,0.0446927374301676,3.0,0.01675977653631285,3.0,0.01675977653631285,2.0,0.0111731843575419,2.0,0.0111731843575419,1.0,0.00558659217877095,1.0,0.00558659217877095,1.0,0.00558659217877095,1.0,0.00558659217877095
60_65,60,65,174.0,strangers_pure,38.0,0.21839080459770116,28.0,0.16091954022988506,18.0,0.10344827586206896,10.0,0.05747126436781609,7.0,0.040229885057471264,4.0,0.022988505747126436,4.0,0.022988505747126436,1.0,0.005747126436781609,1.0,0.005747126436781609,0.0,0.0,0.0,0.0
60_65,65,60,174.0,strangers_pure,38.0,0.21839080459770116,28.0,0.16091954022988506,18.0,0.10344827586206896,10.0,0.05747126436781609,7.0,0.040229885057471264,4.0,0.022988505747126436,4.0,0.022988505747126436,1.0,0.005747126436781609,1.0,0.005747126436781609,0.0,0.0,0.0,0.0
2_4,2,4,200.0,strangers_pure,17.0,0.085,9.0,0.045,3.0,0.015,1.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_4,4,2,200.0,strangers_pure,17.0,0.085,9.0,0.045,3.0,0.015,1.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_24,26,24,126.0,strangers_pure,48.0,0.38095238095238093,19.0,0.15079365079365079,10.0,0.07936507936507936,5.0,0.03968253968253968,2.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_24,24,26,126.0,strangers_pure,48.0,0.38095238095238093,19.0,0.15079365079365079,10.0,0.07936507936507936,5.0,0.03968253968253968,2.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65_69,65,69,131.0,strangers_pure,58.0,0.44274809160305345,36.0,0.2748091603053435,24.0,0.183206106870229,14.0,0.10687022900763359,9.0,0.06870229007633588,5.0,0.03816793893129771,5.0,0.03816793893129771,3.0,0.022900763358778626,2.0,0.015267175572519083,1.0,0.007633587786259542,1.0,0.007633587786259542
65_69,69,65,131.0,strangers_pure,58.0,0.44274809160305345,36.0,0.2748091603053435,24.0,0.183206106870229,14.0,0.10687022900763359,9.0,0.06870229007633588,5.0,0.03816793893129771,5.0,0.03816793893129771,3.0,0.022900763358778626,2.0,0.015267175572519083,1.0,0.007633587786259542,1.0,0.007633587786259542
23_28,23,28,138.0,strangers_pure,29.0,0.21014492753623187,8.0,0.057971014492753624,3.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23_28,28,23,138.0,strangers_pure,29.0,0.21014492753623187,8.0,0.057971014492753624,3.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84_81,84,81,167.0,strangers_pure,54.0,0.32335329341317365,25.0,0.1497005988023952,11.0,0.0658682634730539,9.0,0.05389221556886228,6.0,0.03592814371257485,3.0,0.017964071856287425,2.0,0.011976047904191617,1.0,0.005988023952095809,1.0,0.005988023952095809,1.0,0.005988023952095809,1.0,0.005988023952095809
84_81,81,84,167.0,strangers_pure,54.0,0.32335329341317365,25.0,0.1497005988023952,11.0,0.0658682634730539,9.0,0.05389221556886228,6.0,0.03592814371257485,3.0,0.017964071856287425,2.0,0.011976047904191617,1.0,0.005988023952095809,1.0,0.005988023952095809,1.0,0.005988023952095809,1.0,0.005988023952095809
90_87,90,87,137.0,strangers_pure,4.0,0.029197080291970802,2.0,0.014598540145985401,2.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90_87,87,90,137.0,strangers_pure,4.0,0.029197080291970802,2.0,0.014598540145985401,2.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_22,20,22,237.0,strangers_pure,25.0,0.10548523206751055,12.0,0.05063291139240506,4.0,0.016877637130801686,2.0,0.008438818565400843,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0
20_22,22,20,237.0,strangers_pure,25.0,0.10548523206751055,12.0,0.05063291139240506,4.0,0.016877637130801686,2.0,0.008438818565400843,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0
66_63,66,63,108.0,strangers_pure,29.0,0.26851851851851855,10.0,0.09259259259259259,6.0,0.05555555555555555,3.0,0.027777777777777776,2.0,0.018518518518518517,2.0,0.018518518518518517,1.0,0.009259259259259259,1.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0
66_63,63,66,108.0,strangers_pure,29.0,0.26851851851851855,10.0,0.09259259259259259,6.0,0.05555555555555555,3.0,0.027777777777777776,2.0,0.018518518518518517,2.0,0.018518518518518517,1.0,0.009259259259259259,1.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0
108_110,108,110,204.0,strangers_pure,41.0,0.20098039215686275,23.0,0.11274509803921569,17.0,0.08333333333333333,9.0,0.04411764705882353,2.0,0.00980392156862745,1.0,0.004901960784313725,1.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108_110,110,108,204.0,strangers_pure,41.0,0.20098039215686275,23.0,0.11274509803921569,17.0,0.08333333333333333,9.0,0.04411764705882353,2.0,0.00980392156862745,1.0,0.004901960784313725,1.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22_27,22,27,194.0,strangers_pure,60.0,0.30927835051546393,30.0,0.15463917525773196,19.0,0.0979381443298969,10.0,0.05154639175257732,8.0,0.041237113402061855,4.0,0.020618556701030927,3.0,0.015463917525773196,1.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0
22_27,27,22,194.0,strangers_pure,60.0,0.30927835051546393,30.0,0.15463917525773196,19.0,0.0979381443298969,10.0,0.05154639175257732,8.0,0.041237113402061855,4.0,0.020618556701030927,3.0,0.015463917525773196,1.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0
6_11,6,11,134.0,strangers_pure,43.0,0.3208955223880597,25.0,0.1865671641791045,15.0,0.11194029850746269,10.0,0.07462686567164178,5.0,0.03731343283582089,2.0,0.014925373134328358,1.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_11,11,6,134.0,strangers_pure,43.0,0.3208955223880597,25.0,0.1865671641791045,15.0,0.11194029850746269,10.0,0.07462686567164178,5.0,0.03731343283582089,2.0,0.014925373134328358,1.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_102,100,102,187.0,strangers_pure,28.0,0.1497326203208556,11.0,0.058823529411764705,2.0,0.0106951871657754,1.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_102,102,100,187.0,strangers_pure,28.0,0.1497326203208556,11.0,0.058823529411764705,2.0,0.0106951871657754,1.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_103,100,103,216.0,strangers_pure,48.0,0.2222222222222222,26.0,0.12037037037037036,14.0,0.06481481481481481,6.0,0.027777777777777776,3.0,0.013888888888888888,2.0,0.009259259259259259,2.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_103,103,100,216.0,strangers_pure,48.0,0.2222222222222222,26.0,0.12037037037037036,14.0,0.06481481481481481,6.0,0.027777777777777776,3.0,0.013888888888888888,2.0,0.009259259259259259,2.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22_26,22,26,146.0,strangers_pure,33.0,0.22602739726027396,21.0,0.14383561643835616,13.0,0.08904109589041095,9.0,0.06164383561643835,6.0,0.0410958904109589,4.0,0.0273972602739726,2.0,0.0136986301369863,2.0,0.0136986301369863,1.0,0.00684931506849315,1.0,0.00684931506849315,1.0,0.00684931506849315
22_26,26,22,146.0,strangers_pure,33.0,0.22602739726027396,21.0,0.14383561643835616,13.0,0.08904109589041095,9.0,0.06164383561643835,6.0,0.0410958904109589,4.0,0.0273972602739726,2.0,0.0136986301369863,2.0,0.0136986301369863,1.0,0.00684931506849315,1.0,0.00684931506849315,1.0,0.00684931506849315
82_86,82,86,213.0,strangers_pure,45.0,0.2112676056338028,17.0,0.07981220657276995,8.0,0.03755868544600939,6.0,0.028169014084507043,4.0,0.018779342723004695,3.0,0.014084507042253521,1.0,0.004694835680751174,1.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0
82_86,86,82,213.0,strangers_pure,45.0,0.2112676056338028,17.0,0.07981220657276995,8.0,0.03755868544600939,6.0,0.028169014084507043,4.0,0.018779342723004695,3.0,0.014084507042253521,1.0,0.004694835680751174,1.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0
3_2,3,2,122.0,strangers_pure,12.0,0.09836065573770492,4.0,0.03278688524590164,2.0,0.01639344262295082,1.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_2,2,3,122.0,strangers_pure,12.0,0.09836065573770492,4.0,0.03278688524590164,2.0,0.01639344262295082,1.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108_105,108,105,125.0,strangers_pure,38.0,0.304,22.0,0.176,14.0,0.112,9.0,0.072,6.0,0.048,5.0,0.04,2.0,0.016,1.0,0.008,1.0,0.008,1.0,0.008,1.0,0.008
108_105,105,108,125.0,strangers_pure,38.0,0.304,22.0,0.176,14.0,0.112,9.0,0.072,6.0,0.048,5.0,0.04,2.0,0.016,1.0,0.008,1.0,0.008,1.0,0.008,1.0,0.008
61_69,61,69,87.0,strangers_pure,36.0,0.41379310344827586,20.0,0.22988505747126436,13.0,0.14942528735632185,8.0,0.09195402298850575,5.0,0.05747126436781609,2.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61_69,69,61,87.0,strangers_pure,36.0,0.41379310344827586,20.0,0.22988505747126436,13.0,0.14942528735632185,8.0,0.09195402298850575,5.0,0.05747126436781609,2.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90_84,90,84,116.0,strangers_pure,20.0,0.1724137931034483,7.0,0.0603448275862069,1.0,0.008620689655172414,1.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90_84,84,90,116.0,strangers_pure,20.0,0.1724137931034483,7.0,0.0603448275862069,1.0,0.008620689655172414,1.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49_40,49,40,167.0,strangers_pure,28.0,0.16766467065868262,13.0,0.07784431137724551,9.0,0.05389221556886228,2.0,0.011976047904191617,1.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49_40,40,49,167.0,strangers_pure,28.0,0.16766467065868262,13.0,0.07784431137724551,9.0,0.05389221556886228,2.0,0.011976047904191617,1.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_109,104,109,98.0,strangers_pure,24.0,0.24489795918367346,15.0,0.15306122448979592,11.0,0.11224489795918367,8.0,0.08163265306122448,5.0,0.05102040816326531,2.0,0.02040816326530612,1.0,0.01020408163265306,1.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0
104_109,109,104,98.0,strangers_pure,24.0,0.24489795918367346,15.0,0.15306122448979592,11.0,0.11224489795918367,8.0,0.08163265306122448,5.0,0.05102040816326531,2.0,0.02040816326530612,1.0,0.01020408163265306,1.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0
50_49,50,49,94.0,strangers_pure,28.0,0.2978723404255319,12.0,0.1276595744680851,4.0,0.0425531914893617,1.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50_49,49,50,94.0,strangers_pure,28.0,0.2978723404255319,12.0,0.1276595744680851,4.0,0.0425531914893617,1.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_101,100,101,162.0,strangers_pure,40.0,0.24691358024691357,24.0,0.14814814814814814,12.0,0.07407407407407407,8.0,0.04938271604938271,6.0,0.037037037037037035,4.0,0.024691358024691357,1.0,0.006172839506172839,1.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0
100_101,101,100,162.0,strangers_pure,40.0,0.24691358024691357,24.0,0.14814814814814814,12.0,0.07407407407407407,8.0,0.04938271604938271,6.0,0.037037037037037035,4.0,0.024691358024691357,1.0,0.006172839506172839,1.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0
42_49,42,49,93.0,strangers_pure,17.0,0.1827956989247312,3.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42_49,49,42,93.0,strangers_pure,17.0,0.1827956989247312,3.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42_48,42,48,69.0,strangers_pure,23.0,0.3333333333333333,10.0,0.14492753623188406,6.0,0.08695652173913043,3.0,0.043478260869565216,3.0,0.043478260869565216,3.0,0.043478260869565216,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406
42_48,48,42,69.0,strangers_pure,23.0,0.3333333333333333,10.0,0.14492753623188406,6.0,0.08695652173913043,3.0,0.043478260869565216,3.0,0.043478260869565216,3.0,0.043478260869565216,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406,1.0,0.014492753623188406
101_105,101,105,204.0,strangers_pure,72.0,0.35294117647058826,45.0,0.22058823529411764,30.0,0.14705882352941177,18.0,0.08823529411764706,15.0,0.07352941176470588,8.0,0.0392156862745098,7.0,0.03431372549019608,6.0,0.029411764705882353,4.0,0.0196078431372549,2.0,0.00980392156862745,2.0,0.00980392156862745
101_105,105,101,204.0,strangers_pure,72.0,0.35294117647058826,45.0,0.22058823529411764,30.0,0.14705882352941177,18.0,0.08823529411764706,15.0,0.07352941176470588,8.0,0.0392156862745098,7.0,0.03431372549019608,6.0,0.029411764705882353,4.0,0.0196078431372549,2.0,0.00980392156862745,2.0,0.00980392156862745
5_7,5,7,136.0,strangers_pure,43.0,0.3161764705882353,19.0,0.13970588235294118,9.0,0.0661764705882353,4.0,0.029411764705882353,1.0,0.007352941176470588,1.0,0.007352941176470588,1.0,0.007352941176470588,1.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
5_7,7,5,136.0,strangers_pure,43.0,0.3161764705882353,19.0,0.13970588235294118,9.0,0.0661764705882353,4.0,0.029411764705882353,1.0,0.007352941176470588,1.0,0.007352941176470588,1.0,0.007352941176470588,1.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
82_85,82,85,185.0,strangers_pure,62.0,0.33513513513513515,28.0,0.15135135135135136,18.0,0.0972972972972973,14.0,0.07567567567567568,3.0,0.016216216216216217,1.0,0.005405405405405406,1.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82_85,85,82,185.0,strangers_pure,62.0,0.33513513513513515,28.0,0.15135135135135136,18.0,0.0972972972972973,14.0,0.07567567567567568,3.0,0.016216216216216217,1.0,0.005405405405405406,1.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108_106,108,106,125.0,strangers_pure,33.0,0.264,19.0,0.152,13.0,0.104,8.0,0.064,7.0,0.056,5.0,0.04,2.0,0.016,1.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
108_106,106,108,125.0,strangers_pure,33.0,0.264,19.0,0.152,13.0,0.104,8.0,0.064,7.0,0.056,5.0,0.04,2.0,0.016,1.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
49_41,49,41,133.0,strangers_pure,29.0,0.21804511278195488,15.0,0.11278195488721804,6.0,0.045112781954887216,4.0,0.03007518796992481,3.0,0.022556390977443608,2.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49_41,41,49,133.0,strangers_pure,29.0,0.21804511278195488,15.0,0.11278195488721804,6.0,0.045112781954887216,4.0,0.03007518796992481,3.0,0.022556390977443608,2.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68_64,68,64,112.0,strangers_pure,10.0,0.08928571428571429,3.0,0.026785714285714284,1.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68_64,64,68,112.0,strangers_pure,10.0,0.08928571428571429,3.0,0.026785714285714284,1.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61_68,61,68,151.0,strangers_pure,15.0,0.09933774834437085,7.0,0.046357615894039736,3.0,0.019867549668874173,3.0,0.019867549668874173,1.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61_68,68,61,151.0,strangers_pure,15.0,0.09933774834437085,7.0,0.046357615894039736,3.0,0.019867549668874173,3.0,0.019867549668874173,1.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3,1,3,212.0,strangers_pure,50.0,0.2358490566037736,27.0,0.12735849056603774,11.0,0.05188679245283019,7.0,0.0330188679245283,2.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3,3,1,212.0,strangers_pure,50.0,0.2358490566037736,27.0,0.12735849056603774,11.0,0.05188679245283019,7.0,0.0330188679245283,2.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66_61,66,61,101.0,strangers_pure,29.0,0.2871287128712871,10.0,0.09900990099009901,3.0,0.0297029702970297,3.0,0.0297029702970297,3.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66_61,61,66,101.0,strangers_pure,29.0,0.2871287128712871,10.0,0.09900990099009901,3.0,0.0297029702970297,3.0,0.0297029702970297,3.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_30,20,30,249.0,strangers_pure,26.0,0.10441767068273092,4.0,0.01606425702811245,2.0,0.008032128514056224,1.0,0.004016064257028112,1.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_30,30,20,249.0,strangers_pure,26.0,0.10441767068273092,4.0,0.01606425702811245,2.0,0.008032128514056224,1.0,0.004016064257028112,1.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7,1,7,259.0,strangers_pure,60.0,0.23166023166023167,31.0,0.11969111969111969,11.0,0.04247104247104247,4.0,0.015444015444015444,4.0,0.015444015444015444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7,7,1,259.0,strangers_pure,60.0,0.23166023166023167,31.0,0.11969111969111969,11.0,0.04247104247104247,4.0,0.015444015444015444,4.0,0.015444015444015444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_109,105,109,69.0,strangers_pure,16.0,0.2318840579710145,9.0,0.13043478260869565,6.0,0.08695652173913043,5.0,0.07246376811594203,4.0,0.057971014492753624,4.0,0.057971014492753624,4.0,0.057971014492753624,1.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0
105_109,109,105,69.0,strangers_pure,16.0,0.2318840579710145,9.0,0.13043478260869565,6.0,0.08695652173913043,5.0,0.07246376811594203,4.0,0.057971014492753624,4.0,0.057971014492753624,4.0,0.057971014492753624,1.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0
80_84,80,84,184.0,strangers_pure,44.0,0.2391304347826087,22.0,0.11956521739130435,11.0,0.059782608695652176,8.0,0.043478260869565216,3.0,0.016304347826086956,2.0,0.010869565217391304,1.0,0.005434782608695652,1.0,0.005434782608695652,0.0,0.0,0.0,0.0,0.0,0.0
80_84,84,80,184.0,strangers_pure,44.0,0.2391304347826087,22.0,0.11956521739130435,11.0,0.059782608695652176,8.0,0.043478260869565216,3.0,0.016304347826086956,2.0,0.010869565217391304,1.0,0.005434782608695652,1.0,0.005434782608695652,0.0,0.0,0.0,0.0,0.0,0.0
3_5,3,5,134.0,strangers_pure,48.0,0.3582089552238806,29.0,0.21641791044776118,16.0,0.11940298507462686,8.0,0.05970149253731343,1.0,0.007462686567164179,1.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_5,5,3,134.0,strangers_pure,48.0,0.3582089552238806,29.0,0.21641791044776118,16.0,0.11940298507462686,8.0,0.05970149253731343,1.0,0.007462686567164179,1.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_10,11,10,212.0,strangers_pure,55.0,0.25943396226415094,25.0,0.1179245283018868,14.0,0.0660377358490566,8.0,0.03773584905660377,3.0,0.014150943396226415,1.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_10,10,11,212.0,strangers_pure,55.0,0.25943396226415094,25.0,0.1179245283018868,14.0,0.0660377358490566,8.0,0.03773584905660377,3.0,0.014150943396226415,1.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82_81,82,81,186.0,strangers_pure,42.0,0.22580645161290322,22.0,0.11827956989247312,5.0,0.026881720430107527,3.0,0.016129032258064516,2.0,0.010752688172043012,2.0,0.010752688172043012,2.0,0.010752688172043012,2.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0
82_81,81,82,186.0,strangers_pure,42.0,0.22580645161290322,22.0,0.11827956989247312,5.0,0.026881720430107527,3.0,0.016129032258064516,2.0,0.010752688172043012,2.0,0.010752688172043012,2.0,0.010752688172043012,2.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0
25_28,25,28,155.0,strangers_pure,18.0,0.11612903225806452,6.0,0.03870967741935484,4.0,0.025806451612903226,3.0,0.01935483870967742,2.0,0.012903225806451613,1.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_28,28,25,155.0,strangers_pure,18.0,0.11612903225806452,6.0,0.03870967741935484,4.0,0.025806451612903226,3.0,0.01935483870967742,2.0,0.012903225806451613,1.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_104,100,104,195.0,strangers_pure,33.0,0.16923076923076924,17.0,0.08717948717948718,13.0,0.06666666666666667,5.0,0.02564102564102564,4.0,0.020512820512820513,2.0,0.010256410256410256,1.0,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_104,104,100,195.0,strangers_pure,33.0,0.16923076923076924,17.0,0.08717948717948718,13.0,0.06666666666666667,5.0,0.02564102564102564,4.0,0.020512820512820513,2.0,0.010256410256410256,1.0,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_110,100,110,244.0,strangers_pure,34.0,0.13934426229508196,20.0,0.08196721311475409,11.0,0.045081967213114756,5.0,0.020491803278688523,2.0,0.00819672131147541,1.0,0.004098360655737705,1.0,0.004098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_110,110,100,244.0,strangers_pure,34.0,0.13934426229508196,20.0,0.08196721311475409,11.0,0.045081967213114756,5.0,0.020491803278688523,2.0,0.00819672131147541,1.0,0.004098360655737705,1.0,0.004098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
