subID,partnerID,dyad,timepoint,connection,connection_change,gap_length,speaker,turn_num,condition
103.0,101.0,103_101,long_gap,63.0,0.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,long_gap,71.0,0.0,2388.0,other,56.0,strangers
103.0,101.0,103_101,1_before,63.0,0.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,1_before,71.0,0.0,2388.0,other,56.0,strangers
103.0,101.0,103_101,2_before,63.0,0.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,2_before,71.0,0.0,2388.0,other,56.0,strangers
103.0,101.0,103_101,3_before,63.0,0.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,3_before,71.0,0.0,2388.0,other,56.0,strangers
103.0,101.0,103_101,1_after,63.0,0.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,1_after,70.7,-0.29999999999999716,2388.0,other,56.0,strangers
103.0,101.0,103_101,2_after,63.95,0.9500000000000028,2388.0,self,56.0,strangers
101.0,103.0,103_101,2_after,46.05,-24.950000000000003,2388.0,other,56.0,strangers
103.0,101.0,103_101,3_after,65.0,2.0,2388.0,self,56.0,strangers
101.0,103.0,103_101,3_after,43.0,-28.0,2388.0,other,56.0,strangers
103.0,101.0,103_101,long_gap,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,long_gap,76.0,0.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,1_before,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,1_before,76.0,0.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,2_before,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,2_before,76.0,0.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,3_before,74.35,-4.650000000000006,2183.0,self,97.0,strangers
101.0,103.0,103_101,3_before,76.0,0.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,1_after,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,1_after,75.35,-0.6500000000000057,2183.0,other,97.0,strangers
103.0,101.0,103_101,2_after,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,2_after,75.0,-1.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,3_after,79.0,0.0,2183.0,self,97.0,strangers
101.0,103.0,103_101,3_after,75.0,-1.0,2183.0,other,97.0,strangers
103.0,101.0,103_101,long_gap,82.15384615384616,0.0,2612.0,self,113.0,strangers
101.0,103.0,103_101,long_gap,68.42307692307692,0.0,2612.0,other,113.0,strangers
103.0,101.0,103_101,1_before,82.0,-0.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,1_before,76.0,7.57692307692308,2612.0,other,113.0,strangers
103.0,101.0,103_101,2_before,82.0,-0.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,2_before,76.0,7.57692307692308,2612.0,other,113.0,strangers
103.0,101.0,103_101,3_before,82.0,-0.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,3_before,77.85,9.426923076923075,2612.0,other,113.0,strangers
103.0,101.0,103_101,1_after,80.0,-2.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,1_after,51.9,-16.52307692307692,2612.0,other,113.0,strangers
103.0,101.0,103_101,2_after,80.0,-2.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,2_after,42.0,-26.42307692307692,2612.0,other,113.0,strangers
103.0,101.0,103_101,3_after,80.0,-2.1538461538461604,2612.0,self,113.0,strangers
101.0,103.0,103_101,3_after,42.0,-26.42307692307692,2612.0,other,113.0,strangers
103.0,101.0,103_101,long_gap,73.14814814814815,0.0,2747.0,other,140.0,strangers
101.0,103.0,103_101,long_gap,51.0,0.0,2747.0,self,140.0,strangers
103.0,101.0,103_101,1_before,68.0,-5.148148148148152,2747.0,other,140.0,strangers
101.0,103.0,103_101,1_before,51.0,0.0,2747.0,self,140.0,strangers
103.0,101.0,103_101,2_before,68.0,-5.148148148148152,2747.0,other,140.0,strangers
101.0,103.0,103_101,2_before,51.0,0.0,2747.0,self,140.0,strangers
103.0,101.0,103_101,3_before,68.0,-5.148148148148152,2747.0,other,140.0,strangers
101.0,103.0,103_101,3_before,49.95,-1.0499999999999972,2747.0,self,140.0,strangers
103.0,101.0,103_101,1_after,79.6,6.451851851851842,2747.0,other,140.0,strangers
101.0,103.0,103_101,1_after,51.85,0.8500000000000014,2747.0,self,140.0,strangers
103.0,101.0,103_101,2_after,81.35,8.201851851851842,2747.0,other,140.0,strangers
101.0,103.0,103_101,2_after,70.1,19.099999999999994,2747.0,self,140.0,strangers
103.0,101.0,103_101,3_after,80.7,7.5518518518518505,2747.0,other,140.0,strangers
101.0,103.0,103_101,3_after,75.0,24.0,2747.0,self,140.0,strangers
110.0,102.0,102_110,long_gap,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,long_gap,11.74074074074074,0.0,2693.0,other,10.0,strangers
110.0,102.0,102_110,1_before,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,1_before,10.6,-1.1407407407407408,2693.0,other,10.0,strangers
110.0,102.0,102_110,2_before,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,2_before,9.0,-2.7407407407407405,2693.0,other,10.0,strangers
110.0,102.0,102_110,3_before,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,3_before,9.0,-2.7407407407407405,2693.0,other,10.0,strangers
110.0,102.0,102_110,1_after,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,1_after,12.0,0.2592592592592595,2693.0,other,10.0,strangers
110.0,102.0,102_110,2_after,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,2_after,12.0,0.2592592592592595,2693.0,other,10.0,strangers
110.0,102.0,102_110,3_after,16.0,0.0,2693.0,self,10.0,strangers
102.0,110.0,102_110,3_after,21.45,9.709259259259259,2693.0,other,10.0,strangers
110.0,102.0,102_110,long_gap,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,long_gap,35.63636363636363,0.0,2205.0,self,25.0,strangers
110.0,102.0,102_110,1_before,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,1_before,35.0,-0.6363636363636331,2205.0,self,25.0,strangers
110.0,102.0,102_110,2_before,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,2_before,37.4,1.7636363636363654,2205.0,self,25.0,strangers
110.0,102.0,102_110,3_before,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,3_before,38.0,2.363636363636367,2205.0,self,25.0,strangers
110.0,102.0,102_110,1_after,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,1_after,36.0,0.36363636363636687,2205.0,self,25.0,strangers
110.0,102.0,102_110,2_after,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,2_after,36.0,0.36363636363636687,2205.0,self,25.0,strangers
110.0,102.0,102_110,3_after,16.0,0.0,2205.0,other,25.0,strangers
102.0,110.0,102_110,3_after,37.9,2.2636363636363654,2205.0,self,25.0,strangers
88.0,85.0,88_85,long_gap,75.0,0.0,2217.0,other,27.0,strangers
85.0,88.0,88_85,long_gap,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,1_before,75.0,0.0,2217.0,other,27.0,strangers
85.0,88.0,88_85,1_before,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,2_before,75.5,0.5,2217.0,other,27.0,strangers
85.0,88.0,88_85,2_before,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,3_before,75.65,0.6500000000000057,2217.0,other,27.0,strangers
85.0,88.0,88_85,3_before,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,1_after,75.0,0.0,2217.0,other,27.0,strangers
85.0,88.0,88_85,1_after,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,2_after,75.0,0.0,2217.0,other,27.0,strangers
85.0,88.0,88_85,2_after,47.0,0.0,2217.0,self,27.0,strangers
88.0,85.0,88_85,3_after,75.0,0.0,2217.0,other,27.0,strangers
85.0,88.0,88_85,3_after,44.9,-2.1000000000000014,2217.0,self,27.0,strangers
88.0,85.0,88_85,long_gap,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,long_gap,47.4,0.0,5539.0,self,91.0,strangers
88.0,85.0,88_85,1_before,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,1_before,61.95,14.550000000000004,5539.0,self,91.0,strangers
88.0,85.0,88_85,2_before,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,2_before,63.0,15.600000000000001,5539.0,self,91.0,strangers
88.0,85.0,88_85,3_before,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,3_before,63.0,15.600000000000001,5539.0,self,91.0,strangers
88.0,85.0,88_85,1_after,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,1_after,28.45,-18.95,5539.0,self,91.0,strangers
88.0,85.0,88_85,2_after,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,2_after,31.7,-15.7,5539.0,self,91.0,strangers
88.0,85.0,88_85,3_after,68.0,0.0,5539.0,other,91.0,strangers
85.0,88.0,88_85,3_after,32.4,-15.0,5539.0,self,91.0,strangers
88.0,85.0,88_85,long_gap,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,long_gap,75.0,0.0,2153.0,other,101.0,strangers
88.0,85.0,88_85,1_before,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,1_before,75.0,0.0,2153.0,other,101.0,strangers
88.0,85.0,88_85,2_before,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,2_before,75.0,0.0,2153.0,other,101.0,strangers
88.0,85.0,88_85,3_before,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,3_before,74.35,-0.6500000000000057,2153.0,other,101.0,strangers
88.0,85.0,88_85,1_after,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,1_after,75.0,0.0,2153.0,other,101.0,strangers
88.0,85.0,88_85,2_after,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,2_after,75.0,0.0,2153.0,other,101.0,strangers
88.0,85.0,88_85,3_after,68.0,0.0,2153.0,self,101.0,strangers
85.0,88.0,88_85,3_after,75.0,0.0,2153.0,other,101.0,strangers
88.0,81.0,81_88,long_gap,58.0,0.0,2796.0,self,36.0,strangers
81.0,88.0,81_88,long_gap,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,1_before,58.0,0.0,2796.0,self,36.0,strangers
81.0,88.0,81_88,1_before,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,2_before,57.85,-0.14999999999999858,2796.0,self,36.0,strangers
81.0,88.0,81_88,2_before,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,3_before,57.0,-1.0,2796.0,self,36.0,strangers
81.0,88.0,81_88,3_before,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,1_after,58.0,0.0,2796.0,self,36.0,strangers
81.0,88.0,81_88,1_after,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,2_after,58.7,0.7000000000000028,2796.0,self,36.0,strangers
81.0,88.0,81_88,2_after,0.0,0.0,2796.0,other,36.0,strangers
88.0,81.0,81_88,3_after,60.0,2.0,2796.0,self,36.0,strangers
81.0,88.0,81_88,3_after,0.0,0.0,2796.0,other,36.0,strangers
6.0,7.0,6_7,long_gap,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,long_gap,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,1_before,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,1_before,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,2_before,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,2_before,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,3_before,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,3_before,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,1_after,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,1_after,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,2_after,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,2_after,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,3_after,0.0,0.0,2130.0,self,30.0,strangers
7.0,6.0,6_7,3_after,20.0,0.0,2130.0,other,30.0,strangers
6.0,7.0,6_7,long_gap,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,long_gap,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,1_before,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,1_before,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,2_before,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,2_before,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,3_before,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,3_before,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,1_after,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,1_after,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,2_after,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,2_after,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,3_after,16.0,0.0,2972.0,self,48.0,strangers
7.0,6.0,6_7,3_after,22.0,0.0,2972.0,other,48.0,strangers
6.0,7.0,6_7,long_gap,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,long_gap,22.0,0.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,1_before,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,1_before,22.0,0.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,2_before,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,2_before,22.0,0.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,3_before,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,3_before,22.0,0.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,1_after,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,1_after,22.0,0.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,2_after,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,2_after,25.75,3.75,2365.0,self,53.0,strangers
6.0,7.0,6_7,3_after,16.0,0.0,2365.0,other,53.0,strangers
7.0,6.0,6_7,3_after,31.0,9.0,2365.0,self,53.0,strangers
6.0,7.0,6_7,long_gap,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,long_gap,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,1_before,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,1_before,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,2_before,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,2_before,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,3_before,17.15,-7.850000000000001,2399.0,self,76.0,strangers
7.0,6.0,6_7,3_before,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,1_after,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,1_after,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,2_after,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,2_after,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,3_after,25.0,0.0,2399.0,self,76.0,strangers
7.0,6.0,6_7,3_after,31.0,0.0,2399.0,other,76.0,strangers
6.0,7.0,6_7,long_gap,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,long_gap,56.8,0.0,3003.0,other,96.0,strangers
6.0,7.0,6_7,1_before,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,1_before,51.3,-5.5,3003.0,other,96.0,strangers
6.0,7.0,6_7,2_before,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,2_before,51.0,-5.799999999999997,3003.0,other,96.0,strangers
6.0,7.0,6_7,3_before,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,3_before,51.0,-5.799999999999997,3003.0,other,96.0,strangers
6.0,7.0,6_7,1_after,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,1_after,57.0,0.20000000000000284,3003.0,other,96.0,strangers
6.0,7.0,6_7,2_after,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,2_after,57.0,0.20000000000000284,3003.0,other,96.0,strangers
6.0,7.0,6_7,3_after,40.0,0.0,3003.0,self,96.0,strangers
7.0,6.0,6_7,3_after,57.0,0.20000000000000284,3003.0,other,96.0,strangers
6.0,7.0,6_7,long_gap,30.77777777777778,0.0,4523.0,self,112.0,strangers
7.0,6.0,6_7,long_gap,57.0,0.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,1_before,48.0,17.22222222222222,4523.0,self,112.0,strangers
7.0,6.0,6_7,1_before,57.0,0.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,2_before,48.0,17.22222222222222,4523.0,self,112.0,strangers
7.0,6.0,6_7,2_before,57.0,0.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,3_before,48.0,17.22222222222222,4523.0,self,112.0,strangers
7.0,6.0,6_7,3_before,57.0,0.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,1_after,30.0,-0.7777777777777786,4523.0,self,112.0,strangers
7.0,6.0,6_7,1_after,60.9,3.8999999999999986,4523.0,other,112.0,strangers
6.0,7.0,6_7,2_after,30.0,-0.7777777777777786,4523.0,self,112.0,strangers
7.0,6.0,6_7,2_after,62.0,5.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,3_after,30.0,-0.7777777777777786,4523.0,self,112.0,strangers
7.0,6.0,6_7,3_after,62.0,5.0,4523.0,other,112.0,strangers
6.0,7.0,6_7,long_gap,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,long_gap,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,1_before,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,1_before,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,2_before,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,2_before,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,3_before,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,3_before,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,1_after,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,1_after,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,2_after,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,2_after,62.0,0.0,2388.0,other,122.0,strangers
6.0,7.0,6_7,3_after,30.0,0.0,2388.0,self,122.0,strangers
7.0,6.0,6_7,3_after,62.0,0.0,2388.0,other,122.0,strangers
62.0,60.0,60_62,long_gap,50.0,0.0,2066.0,other,51.0,strangers
60.0,62.0,60_62,long_gap,48.0,0.0,2066.0,self,51.0,strangers
62.0,60.0,60_62,1_before,50.0,0.0,2066.0,other,51.0,strangers
60.0,62.0,60_62,1_before,47.65,-0.3500000000000014,2066.0,self,51.0,strangers
62.0,60.0,60_62,2_before,49.15,-0.8500000000000014,2066.0,other,51.0,strangers
60.0,62.0,60_62,2_before,46.0,-2.0,2066.0,self,51.0,strangers
62.0,60.0,60_62,3_before,46.55,-3.450000000000003,2066.0,other,51.0,strangers
60.0,62.0,60_62,3_before,46.0,-2.0,2066.0,self,51.0,strangers
62.0,60.0,60_62,1_after,50.0,0.0,2066.0,other,51.0,strangers
60.0,62.0,60_62,1_after,40.15,-7.850000000000001,2066.0,self,51.0,strangers
62.0,60.0,60_62,2_after,50.0,0.0,2066.0,other,51.0,strangers
60.0,62.0,60_62,2_after,39.05,-8.950000000000003,2066.0,self,51.0,strangers
62.0,60.0,60_62,3_after,50.0,0.0,2066.0,other,51.0,strangers
60.0,62.0,60_62,3_after,39.0,-9.0,2066.0,self,51.0,strangers
62.0,60.0,60_62,long_gap,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,long_gap,38.96774193548387,0.0,3082.0,self,63.0,strangers
62.0,60.0,60_62,1_before,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,1_before,40.0,1.0322580645161281,3082.0,self,63.0,strangers
62.0,60.0,60_62,2_before,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,2_before,40.0,1.0322580645161281,3082.0,self,63.0,strangers
62.0,60.0,60_62,3_before,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,3_before,40.0,1.0322580645161281,3082.0,self,63.0,strangers
62.0,60.0,60_62,1_after,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,1_after,35.0,-3.967741935483872,3082.0,self,63.0,strangers
62.0,60.0,60_62,2_after,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,2_after,35.0,-3.967741935483872,3082.0,self,63.0,strangers
62.0,60.0,60_62,3_after,50.0,0.0,3082.0,other,63.0,strangers
60.0,62.0,60_62,3_after,35.0,-3.967741935483872,3082.0,self,63.0,strangers
62.0,60.0,60_62,long_gap,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,long_gap,81.0,0.0,2133.0,other,106.0,strangers
62.0,60.0,60_62,1_before,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,1_before,81.05,0.04999999999999716,2133.0,other,106.0,strangers
62.0,60.0,60_62,2_before,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,2_before,82.0,1.0,2133.0,other,106.0,strangers
62.0,60.0,60_62,3_before,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,3_before,82.0,1.0,2133.0,other,106.0,strangers
62.0,60.0,60_62,1_after,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,1_after,81.0,0.0,2133.0,other,106.0,strangers
62.0,60.0,60_62,2_after,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,2_after,81.0,0.0,2133.0,other,106.0,strangers
62.0,60.0,60_62,3_after,57.0,0.0,2133.0,self,106.0,strangers
60.0,62.0,60_62,3_after,81.0,0.0,2133.0,other,106.0,strangers
87.0,88.0,88_87,long_gap,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,long_gap,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,1_before,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,1_before,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,2_before,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,2_before,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,3_before,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,3_before,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,1_after,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,1_after,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,2_after,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,2_after,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,3_after,90.0,0.0,2415.0,self,46.0,strangers
88.0,87.0,88_87,3_after,89.0,0.0,2415.0,other,46.0,strangers
87.0,88.0,88_87,long_gap,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,long_gap,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,1_before,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,1_before,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,2_before,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,2_before,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,3_before,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,3_before,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,1_after,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,1_after,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,2_after,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,2_after,93.0,0.0,2459.0,other,78.0,strangers
87.0,88.0,88_87,3_after,90.0,0.0,2459.0,self,78.0,strangers
88.0,87.0,88_87,3_after,93.0,0.0,2459.0,other,78.0,strangers
41.0,46.0,41_46,long_gap,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,long_gap,37.04761904761905,0.0,2057.0,other,94.0,strangers
41.0,46.0,41_46,1_before,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,1_before,37.0,-0.047619047619051,2057.0,other,94.0,strangers
41.0,46.0,41_46,2_before,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,2_before,37.0,-0.047619047619051,2057.0,other,94.0,strangers
41.0,46.0,41_46,3_before,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,3_before,37.0,-0.047619047619051,2057.0,other,94.0,strangers
41.0,46.0,41_46,1_after,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,1_after,38.0,0.952380952380949,2057.0,other,94.0,strangers
41.0,46.0,41_46,2_after,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,2_after,38.0,0.952380952380949,2057.0,other,94.0,strangers
41.0,46.0,41_46,3_after,23.0,0.0,2057.0,self,94.0,strangers
46.0,41.0,41_46,3_after,38.0,0.952380952380949,2057.0,other,94.0,strangers
41.0,46.0,41_46,long_gap,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,long_gap,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,1_before,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,1_before,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,2_before,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,2_before,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,3_before,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,3_before,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,1_after,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,1_after,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,2_after,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,2_after,35.0,0.0,3849.0,self,119.0,strangers
41.0,46.0,41_46,3_after,27.0,0.0,3849.0,other,119.0,strangers
46.0,41.0,41_46,3_after,35.0,0.0,3849.0,self,119.0,strangers
60.0,63.0,60_63,long_gap,92.18181818181819,0.0,2127.0,self,36.0,strangers
63.0,60.0,60_63,long_gap,69.0,0.0,2127.0,other,36.0,strangers
60.0,63.0,60_63,1_before,94.0,1.818181818181813,2127.0,self,36.0,strangers
63.0,60.0,60_63,1_before,69.0,0.0,2127.0,other,36.0,strangers
60.0,63.0,60_63,2_before,94.0,1.818181818181813,2127.0,self,36.0,strangers
63.0,60.0,60_63,2_before,69.0,0.0,2127.0,other,36.0,strangers
60.0,63.0,60_63,3_before,93.0,0.818181818181813,2127.0,self,36.0,strangers
63.0,60.0,60_63,3_before,68.25,-0.75,2127.0,other,36.0,strangers
