subID,partnerID,dyad,connection_3_before,connection_2_before,connection_1_before,connection_long_gap,connection_1_after,connection_2_after,connection_3_after,gap_length,speaker,speaker_switch,change_in_connection_3_before,change_in_connection_2_before,change_in_connection_1_before,change_in_connection_1_after,change_in_connection_2_after,change_in_connection_3_after,condition
27.0,22.0,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2256.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
22.0,27.0,22_27,44.0,44.0,44.0,44.0,44.0,44.0,44.0,2250.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
27.0,22.0,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2250.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
11.0,6.0,6_11,87.0,87.0,87.0,87.0,87.65,89.0,89.0,2007.0,self,yes,0.0,0.0,0.0,0.6500000000000057,2.0,2.0,strangers
6.0,11.0,6_11,67.0,69.65,72.0,72.0,72.0,72.0,72.0,2007.0,other,yes,-5.0,-2.3499999999999943,0.0,0.0,0.0,0.0,strangers
103.0,100.0,100_103,68.05,67.85,59.75,45.90909090909091,48.2,48.85,48.0,2169.0,other,yes,22.14090909090909,21.940909090909088,13.840909090909093,2.2909090909090963,2.940909090909095,2.0909090909090935,strangers
100.0,103.0,100_103,36.0,36.0,33.45,29.0,29.0,29.0,29.0,2169.0,self,yes,7.0,7.0,4.450000000000003,0.0,0.0,0.0,strangers
103.0,100.0,100_103,35.0,35.0,35.0,35.0,35.0,46.8,47.0,2011.0,self,yes,0.0,0.0,0.0,0.0,11.799999999999997,12.0,strangers
100.0,103.0,100_103,80.0,80.0,80.0,80.0,60.65,48.8,69.55,2011.0,other,yes,0.0,0.0,0.0,-19.35,-31.200000000000003,-10.450000000000003,strangers
22.0,26.0,22_26,51.0,51.0,51.0,44.833333333333336,46.85,54.9,60.45,2408.0,self,yes,6.166666666666664,6.166666666666664,6.166666666666664,2.0166666666666657,10.066666666666663,15.616666666666667,strangers
26.0,22.0,22_26,52.0,52.0,52.0,52.0,52.0,52.0,52.0,2408.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
22.0,26.0,22_26,54.0,54.0,53.75,45.121212121212125,40.2,40.0,39.2,3275.0,self,yes,8.878787878787875,8.878787878787875,8.628787878787875,-4.921212121212122,-5.121212121212125,-5.921212121212122,strangers
26.0,22.0,22_26,100.0,100.0,100.0,100.0,83.55,70.85,70.0,3275.0,other,yes,0.0,0.0,0.0,-16.450000000000003,-29.150000000000006,-30.0,strangers
86.0,82.0,82_86,49.9,53.5,59.4,61.34782608695652,61.55,60.05,61.2,2285.0,other,yes,-11.447826086956525,-7.847826086956523,-1.9478260869565247,0.20217391304347387,-1.2978260869565261,-0.14782608695652044,strangers
82.0,86.0,82_86,77.0,77.0,77.0,77.0,77.0,77.0,77.0,2285.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
108.0,105.0,108_105,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2113.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,108.0,108_105,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2113.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
108.0,105.0,108_105,92.0,92.0,92.0,92.0,92.0,92.0,92.0,3152.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,108.0,108_105,0.55,11.95,15.0,15.0,15.6,16.0,17.35,3152.0,self,yes,-14.45,-3.0500000000000007,0.0,0.5999999999999996,1.0,2.3500000000000014,strangers
100.0,101.0,100_101,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2470.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,100.0,100_101,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2470.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
48.0,42.0,42_48,42.0,41.95,41.2,39.74285714285714,39.15,39.8,25.2,3425.0,other,yes,2.25714285714286,2.2071428571428626,1.4571428571428626,-0.5928571428571416,0.05714285714285694,-14.542857142857141,strangers
42.0,48.0,42_48,54.6,53.05,53.0,53.0,53.0,53.0,53.0,3425.0,self,yes,1.6000000000000014,0.04999999999999716,0.0,0.0,0.0,0.0,strangers
105.0,101.0,101_105,55.0,55.0,55.0,55.0,55.0,55.0,55.0,3519.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,105.0,101_105,35.0,35.0,35.0,35.0,41.55,48.95,49.0,3519.0,self,yes,0.0,0.0,0.0,6.549999999999997,13.950000000000003,14.0,strangers
105.0,101.0,101_105,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2656.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,105.0,101_105,46.0,46.0,53.6,63.96296296296296,64.0,64.0,64.0,2656.0,self,yes,-17.962962962962962,-17.962962962962962,-10.36296296296296,0.03703703703703809,0.03703703703703809,0.03703703703703809,strangers
105.0,101.0,101_105,32.0,32.0,32.0,32.0,32.0,40.0,57.15,3549.0,other,yes,0.0,0.0,0.0,0.0,8.0,25.15,strangers
101.0,105.0,101_105,64.75,64.0,64.0,64.0,64.0,64.0,64.0,3549.0,self,yes,0.75,0.0,0.0,0.0,0.0,0.0,strangers
105.0,101.0,101_105,21.0,21.0,21.0,21.0,21.0,21.0,25.2,2499.0,self,yes,0.0,0.0,0.0,0.0,0.0,4.199999999999999,strangers
101.0,105.0,101_105,44.6,45.0,45.0,45.0,45.0,47.25,49.0,2499.0,other,yes,-0.3999999999999986,0.0,0.0,0.0,2.25,4.0,strangers
105.0,101.0,101_105,29.0,29.0,29.0,29.0,29.0,29.0,29.0,2456.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,105.0,101_105,71.0,71.0,71.0,71.0,50.25,50.0,50.0,2456.0,other,yes,0.0,0.0,0.0,-20.75,-21.0,-21.0,strangers
105.0,101.0,101_105,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2542.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,105.0,101_105,82.4,88.45,89.0,89.0,89.0,89.0,89.0,2542.0,other,yes,-6.599999999999994,-0.5499999999999972,0.0,0.0,0.0,0.0,strangers
105.0,101.0,101_105,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2192.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
101.0,105.0,101_105,87.0,85.95,87.55,88.0,88.0,88.0,88.0,2192.0,other,yes,-1.0,-2.049999999999997,-0.45000000000000284,0.0,0.0,0.0,strangers
7.0,5.0,5_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2464.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
5.0,7.0,5_7,93.0,93.0,93.0,93.0,93.0,93.0,93.0,2464.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
82.0,85.0,82_85,60.9,58.65,58.0,58.0,58.0,58.0,58.0,2193.0,self,yes,2.8999999999999986,0.6499999999999986,0.0,0.0,0.0,0.0,strangers
85.0,82.0,82_85,63.0,63.0,63.0,57.81818181818182,45.1,39.35,40.45,2193.0,other,yes,5.18181818181818,5.18181818181818,5.18181818181818,-12.718181818181819,-18.46818181818182,-17.368181818181817,strangers
106.0,108.0,108_106,46.0,46.0,46.0,46.0,46.0,46.0,46.0,2125.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
108.0,106.0,108_106,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2125.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,108.0,108_106,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2495.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
108.0,106.0,108_106,42.7,43.0,43.0,43.0,43.0,43.0,54.25,2495.0,other,yes,-0.29999999999999716,0.0,0.0,0.0,0.0,11.25,strangers
109.0,105.0,105_109,63.65,72.2,73.0,73.0,73.0,73.0,73.0,2421.0,self,yes,-9.350000000000001,-0.7999999999999972,0.0,0.0,0.0,0.0,strangers
105.0,109.0,105_109,49.3,57.65,65.15,70.0,69.95,33.15,7.0,2421.0,other,yes,-20.700000000000003,-12.350000000000001,-4.849999999999994,-0.04999999999999716,-36.85,-63.0,strangers
109.0,105.0,105_109,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2105.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,109.0,105_109,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2105.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
109.0,105.0,105_109,61.0,49.4,45.6,44.0,44.0,44.0,41.2,2148.0,other,yes,17.0,5.399999999999999,1.6000000000000014,0.0,0.0,-2.799999999999997,strangers
105.0,109.0,105_109,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2148.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
109.0,105.0,105_109,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2207.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,109.0,105_109,19.0,19.0,19.0,19.0,19.0,19.0,16.75,2207.0,self,yes,0.0,0.0,0.0,0.0,0.0,-2.25,strangers
80.0,84.0,80_84,74.0,74.0,74.0,74.0,74.0,74.0,74.0,2434.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
84.0,80.0,80_84,18.8,19.0,19.0,19.0,19.0,19.0,19.0,2434.0,self,yes,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,strangers
81.0,82.0,82_81,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2320.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
82.0,81.0,82_81,47.8,49.6,51.0,49.869565217391305,47.15,45.0,43.3,2320.0,other,yes,-2.0695652173913075,-0.26956521739130324,1.1304347826086953,-2.719565217391306,-4.869565217391305,-6.5695652173913075,strangers
81.0,82.0,82_81,62.0,62.0,62.0,62.0,62.0,62.0,62.0,2472.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
82.0,81.0,82_81,51.0,51.0,51.0,51.0,51.0,51.0,51.0,2472.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
100.0,104.0,100_104,57.0,57.0,57.0,57.0,52.45,42.0,42.0,2169.0,other,yes,0.0,0.0,0.0,-4.549999999999997,-15.0,-15.0,strangers
104.0,100.0,100_104,43.0,43.0,43.0,43.0,43.0,43.0,43.0,2169.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
104.0,110.0,110_104,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2226.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,104.0,110_104,26.0,26.0,26.0,26.0,26.0,26.0,26.0,2226.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
45.0,44.0,45_44,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2333.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
44.0,45.0,45_44,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2333.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
100.0,105.0,100_105,31.0,31.0,31.0,31.0,31.0,31.0,31.0,2384.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,100.0,100_105,46.0,46.0,46.0,46.0,46.0,46.0,46.0,2384.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
80.0,82.0,82_80,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2210.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
82.0,80.0,82_80,76.25,76.0,75.5,70.77272727272727,82.2,84.0,83.25,2210.0,self,yes,5.477272727272734,5.227272727272734,4.727272727272734,11.427272727272737,13.227272727272734,12.477272727272734,strangers
108.0,103.0,108_103,66.0,66.0,73.55,75.0,75.0,75.0,75.0,3821.0,other,yes,-9.0,-9.0,-1.4500000000000028,0.0,0.0,0.0,strangers
103.0,108.0,108_103,51.0,50.95,47.3,47.0,47.0,47.0,47.0,3821.0,self,yes,4.0,3.950000000000003,0.29999999999999716,0.0,0.0,0.0,strangers
108.0,103.0,108_103,65.0,65.0,65.0,65.0,65.0,65.0,65.0,2561.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103.0,108.0,108_103,38.0,45.35,62.15,60.88,56.0,54.8,53.0,2561.0,self,yes,-22.880000000000003,-15.530000000000001,1.269999999999996,-4.880000000000003,-6.080000000000005,-7.880000000000003,strangers
108.0,103.0,108_103,67.0,67.0,67.0,79.37096774193549,27.45,31.0,31.0,6127.0,other,yes,-12.370967741935488,-12.370967741935488,-12.370967741935488,-51.920967741935485,-48.37096774193549,-48.37096774193549,strangers
103.0,108.0,108_103,58.6,59.45,58.0,27.24590163934426,4.0,4.0,4.0,6127.0,self,yes,31.35409836065574,32.20409836065574,30.75409836065574,-23.24590163934426,-23.24590163934426,-23.24590163934426,strangers
47.0,43.0,47_43,28.0,28.0,24.4,21.115384615384617,19.0,19.0,19.6,2589.0,other,yes,6.884615384615383,6.884615384615383,3.284615384615382,-2.1153846153846168,-2.1153846153846168,-1.5153846153846153,strangers
43.0,47.0,47_43,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2589.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
47.0,43.0,47_43,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2328.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
43.0,47.0,47_43,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2328.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
109.0,110.0,109_110,96.0,96.0,96.0,96.0,96.0,96.0,96.0,6060.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,109.0,109_110,80.7,80.0,80.0,80.0,80.0,79.8,77.05,6060.0,other,yes,0.7000000000000028,0.0,0.0,0.0,-0.20000000000000284,-2.950000000000003,strangers
107.0,110.0,110_107,81.0,80.85,79.1,79.0,79.0,79.0,79.0,2444.0,other,yes,2.0,1.8499999999999943,0.09999999999999432,0.0,0.0,0.0,strangers
110.0,107.0,110_107,19.0,19.0,19.0,19.0,19.0,19.0,19.0,2444.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
100.0,106.0,100_106,16.0,16.0,15.45,13.80952380952381,15.0,15.0,15.0,2040.0,other,yes,2.19047619047619,2.19047619047619,1.640476190476189,1.1904761904761898,1.1904761904761898,1.1904761904761898,strangers
106.0,100.0,100_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2040.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
100.0,106.0,100_106,22.2,25.0,25.0,25.0,25.0,22.0,21.0,2139.0,self,yes,-2.8000000000000007,0.0,0.0,0.0,-3.0,-4.0,strangers
106.0,100.0,100_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2139.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
100.0,106.0,100_106,41.9,12.5,10.0,9.80952380952381,5.7,11.95,34.55,4170.0,other,yes,32.09047619047619,2.69047619047619,0.1904761904761898,-4.10952380952381,2.140476190476189,24.740476190476187,strangers
106.0,100.0,100_106,37.0,37.0,35.85,35.0,35.0,35.0,35.0,4170.0,self,yes,2.0,2.0,0.8500000000000014,0.0,0.0,0.0,strangers
100.0,106.0,100_106,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2063.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,100.0,100_106,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2063.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,28.0,28.0,28.0,28.0,28.0,28.0,30.7,3471.0,self,yes,0.0,0.0,0.0,0.0,0.0,2.6999999999999993,strangers
106.0,110.0,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,3471.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,34.0,34.0,34.0,37.34615384615385,40.0,40.0,40.0,2584.0,other,yes,-3.3461538461538467,-3.3461538461538467,-3.3461538461538467,2.6538461538461533,2.6538461538461533,2.6538461538461533,strangers
106.0,110.0,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2584.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,31.0,31.0,33.85,35.0,35.0,35.0,35.0,2104.0,other,yes,-4.0,-4.0,-1.1499999999999986,0.0,0.0,0.0,strangers
106.0,110.0,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2104.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2010.0,self,no,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,110.0,110_106,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2010.0,other,no,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,34.0,32.4,30.0,30.0,30.0,30.0,30.0,3147.0,other,yes,4.0,2.3999999999999986,0.0,0.0,0.0,0.0,strangers
106.0,110.0,110_106,65.0,65.0,65.0,65.0,65.0,65.0,65.0,3147.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
110.0,106.0,110_106,34.0,34.0,34.0,34.0,34.0,34.0,34.0,2996.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,110.0,110_106,79.0,79.0,79.0,79.0,79.0,79.0,79.0,2996.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
22.0,23.0,22_23,88.0,88.0,88.0,88.0,88.0,88.0,88.0,2123.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
23.0,22.0,22_23,46.0,46.0,46.0,46.0,46.0,50.25,58.0,2123.0,self,yes,0.0,0.0,0.0,0.0,4.25,12.0,strangers
3.0,7.0,3_7,67.0,67.0,67.0,50.794117647058826,41.0,41.1,48.35,3335.0,other,yes,16.205882352941174,16.205882352941174,16.205882352941174,-9.794117647058826,-9.694117647058825,-2.4441176470588246,strangers
7.0,3.0,3_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3335.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
3.0,7.0,3_7,60.85,50.0,70.45,50.666666666666664,55.85,59.0,59.0,2101.0,other,yes,10.183333333333337,-0.6666666666666643,19.78333333333334,5.183333333333337,8.333333333333336,8.333333333333336,strangers
7.0,3.0,3_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2101.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
86.0,80.0,80_86,66.0,66.0,66.0,66.0,66.0,66.0,66.0,2196.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
80.0,86.0,80_86,83.0,83.0,83.0,83.0,83.0,83.0,83.0,2196.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
1.0,8.0,1_8,99.9,88.0,78.3,75.29166666666667,74.55,73.8,72.0,2400.0,self,yes,24.608333333333334,12.708333333333329,3.0083333333333258,-0.7416666666666742,-1.4916666666666742,-3.2916666666666714,strangers
8.0,1.0,1_8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2400.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
40.0,46.0,40_46,9.25,9.0,9.0,9.0,9.0,9.0,9.0,3017.0,other,yes,0.25,0.0,0.0,0.0,0.0,0.0,strangers
46.0,40.0,40_46,46.0,45.55,42.95,41.0,41.0,41.0,35.3,3017.0,self,yes,5.0,4.549999999999997,1.9500000000000028,0.0,0.0,-5.700000000000003,strangers
40.0,46.0,40_46,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2960.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46.0,40.0,40_46,22.0,22.0,22.0,22.0,22.3,23.0,23.0,2960.0,other,yes,0.0,0.0,0.0,0.3000000000000007,1.0,1.0,strangers
40.0,46.0,40_46,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2700.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46.0,40.0,40_46,33.0,32.8,32.0,33.851851851851855,37.3,38.0,37.25,2700.0,self,yes,-0.8518518518518547,-1.0518518518518576,-1.8518518518518547,3.4481481481481424,4.148148148148145,3.3981481481481453,strangers
40.0,46.0,40_46,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3002.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
46.0,40.0,40_46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,3002.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,105.0,105_106,51.0,51.0,49.85,40.09090909090909,39.0,39.0,39.0,2202.0,self,yes,10.909090909090907,10.909090909090907,9.759090909090908,-1.0909090909090935,-1.0909090909090935,-1.0909090909090935,strangers
105.0,106.0,105_106,0.0,16.1,20.0,20.0,20.0,20.0,20.0,2202.0,other,yes,-20.0,-3.8999999999999986,0.0,0.0,0.0,0.0,strangers
106.0,105.0,105_106,37.0,37.0,37.0,37.0,37.0,37.0,37.0,4083.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,42.0,42.0,42.0,42.0,42.0,35.9,29.0,4083.0,self,yes,0.0,0.0,0.0,0.0,-6.100000000000001,-13.0,strangers
106.0,105.0,105_106,36.0,36.0,36.0,36.0,36.0,36.0,36.0,2076.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,29.0,29.0,29.0,29.0,29.0,29.0,29.0,2076.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
106.0,105.0,105_106,58.0,58.0,58.0,58.0,58.0,58.0,58.5,2178.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.5,strangers
105.0,106.0,105_106,46.0,46.0,46.0,46.0,45.8,45.0,45.0,2178.0,other,yes,0.0,0.0,0.0,-0.20000000000000284,-1.0,-1.0,strangers
106.0,105.0,105_106,60.0,60.0,60.0,60.0,60.0,60.0,60.0,3031.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,46.15,55.6,56.0,56.0,56.0,56.0,56.0,3031.0,self,yes,-9.850000000000001,-0.3999999999999986,0.0,0.0,0.0,0.0,strangers
106.0,105.0,105_106,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2537.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,56.0,56.0,56.0,56.0,55.45,51.05,50.0,2537.0,other,yes,0.0,0.0,0.0,-0.5499999999999972,-4.950000000000003,-6.0,strangers
106.0,105.0,105_106,74.0,74.0,74.0,73.97058823529412,74.35,75.0,75.0,3342.0,self,yes,0.029411764705884025,0.029411764705884025,0.029411764705884025,0.37941176470587834,1.029411764705884,1.029411764705884,strangers
105.0,106.0,105_106,71.0,71.0,71.0,70.41176470588235,72.45,84.75,87.0,3342.0,other,yes,0.5882352941176521,0.5882352941176521,0.5882352941176521,2.038235294117655,14.338235294117652,16.588235294117652,strangers
106.0,105.0,105_106,73.95,74.05,75.0,75.0,75.0,75.0,75.0,4591.0,other,yes,-1.0499999999999972,-0.9500000000000028,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,69.7,72.0,80.7,87.0,87.0,87.0,87.0,4591.0,self,yes,-17.299999999999997,-15.0,-6.299999999999997,0.0,0.0,0.0,strangers
106.0,105.0,105_106,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2034.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,87.0,87.0,87.0,87.0,87.0,85.3,62.95,2034.0,other,yes,0.0,0.0,0.0,0.0,-1.7000000000000028,-24.049999999999997,strangers
106.0,105.0,105_106,75.0,75.0,75.0,75.0,75.0,75.0,75.0,4942.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,56.0,58.65,59.0,83.3061224489796,85.0,85.0,85.0,4942.0,self,yes,-27.306122448979593,-24.656122448979595,-24.306122448979593,1.6938775510204067,1.6938775510204067,1.6938775510204067,strangers
106.0,105.0,105_106,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2082.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,41.15,43.0,43.0,43.857142857142854,44.0,44.0,44.0,2082.0,other,yes,-2.7071428571428555,-0.8571428571428541,-0.8571428571428541,0.1428571428571459,0.1428571428571459,0.1428571428571459,strangers
106.0,105.0,105_106,75.0,75.0,75.0,75.0,75.0,75.0,75.0,4140.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
105.0,106.0,105_106,72.95,61.35,60.85,63.904761904761905,65.3,66.0,66.0,4140.0,self,yes,9.045238095238098,-2.5547619047619037,-3.0547619047619037,1.395238095238092,2.095238095238095,2.095238095238095,strangers
89.0,87.0,89_87,75.0,75.0,74.15,71.0,67.8,66.0,66.0,2141.0,self,yes,4.0,4.0,3.1500000000000057,-3.200000000000003,-5.0,-5.0,strangers
87.0,89.0,89_87,69.0,69.0,69.0,69.0,69.0,69.0,69.0,2141.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
89.0,87.0,89_87,51.0,51.0,51.0,51.0,55.1,57.9,58.0,2632.0,self,yes,0.0,0.0,0.0,4.100000000000001,6.899999999999999,7.0,strangers
87.0,89.0,89_87,69.0,69.0,69.0,69.0,69.0,69.0,69.0,2632.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
104.0,103.0,104_103,24.0,24.0,24.0,24.0,24.0,24.0,24.0,2097.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103.0,104.0,104_103,75.0,74.35,58.4,38.57142857142857,17.15,15.0,15.0,2097.0,other,yes,36.42857142857143,35.778571428571425,19.82857142857143,-21.42142857142857,-23.57142857142857,-23.57142857142857,strangers
104.0,103.0,104_103,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2640.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
103.0,104.0,104_103,16.5,16.0,16.0,16.0,16.0,21.0,25.0,2640.0,other,yes,0.5,0.0,0.0,0.0,5.0,9.0,strangers
87.0,85.0,85_87,38.0,38.0,38.0,38.0,38.0,38.0,38.0,3896.0,other,no,0.0,0.0,0.0,0.0,0.0,0.0,strangers
85.0,87.0,85_87,59.65,59.75,57.45,56.64102564102564,56.0,57.8,56.05,3896.0,self,no,3.0089743589743563,3.1089743589743577,0.8089743589743605,-0.6410256410256423,1.1589743589743549,-0.5910256410256451,strangers
40.0,47.0,40_47,17.0,16.65,11.6,6.115384615384615,6.0,6.0,6.0,2610.0,self,yes,10.884615384615385,10.534615384615384,5.484615384615385,-0.11538461538461497,-0.11538461538461497,-0.11538461538461497,strangers
47.0,40.0,40_47,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2610.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
40.0,47.0,40_47,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4125.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
47.0,40.0,40_47,29.0,29.0,29.0,29.0,29.0,29.0,29.0,4125.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
40.0,47.0,40_47,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2104.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0,strangers
