subID,partnerID,dyad,connection_3_before,connection_2_before,connection_1_before,connection_long_gap,connection_1_after,connection_2_after,connection_3_after,gap_length,speaker,speaker_switch,change_in_connection_3_before,change_in_connection_2_before,change_in_connection_1_before,change_in_connection_1_after,change_in_connection_2_after,change_in_connection_3_after
103.0,110.0,103_110,84.0,85.95,85.5,65.61904761904762,65.0,65.0,64.95,2139.0,other,yes,18.38095238095238,20.330952380952382,19.88095238095238,-0.6190476190476204,-0.6190476190476204,-0.6690476190476176
68.0,65.0,65_68,49.0,49.0,48.9,43.67857142857143,44.0,44.0,44.05,2781.0,other,yes,5.321428571428569,5.321428571428569,5.221428571428568,0.3214285714285694,0.3214285714285694,0.37142857142856656
65.0,68.0,65_68,0.0,0.0,0.0,0.0,3.1,24.35,24.0,2781.0,self,yes,0.0,0.0,0.0,3.1,24.35,24.0
68.0,65.0,65_68,50.0,50.0,50.0,50.0,50.0,50.0,49.45,2820.0,self,yes,0.0,0.0,0.0,0.0,0.0,-0.5499999999999972
65.0,68.0,65_68,37.0,37.0,37.0,37.0,37.0,37.0,37.0,2820.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
64.0,60.0,60_64,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2304.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
60.0,64.0,60_64,71.0,71.0,71.0,71.0,71.0,71.0,71.0,2304.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
90.0,86.0,86_90,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2269.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
86.0,90.0,86_90,70.3,70.7,68.6,68.0,68.0,68.0,68.0,2269.0,self,yes,2.299999999999997,2.700000000000003,0.5999999999999943,0.0,0.0,0.0
26.0,30.0,26_30,56.0,56.0,56.0,56.0,56.0,56.0,56.0,2224.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
30.0,26.0,26_30,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2224.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
26.0,30.0,26_30,58.0,58.0,58.0,58.0,58.0,58.0,58.0,5029.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
30.0,26.0,26_30,24.0,24.0,24.0,24.0,24.0,24.0,24.0,5029.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
60.0,65.0,60_65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
65.0,60.0,60_65,0.0,0.0,0.0,0.0,0.0,1.05,4.0,2027.0,other,yes,0.0,0.0,0.0,0.0,1.05,4.0
60.0,65.0,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2628.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
65.0,60.0,60_65,57.0,57.0,57.0,57.0,57.0,57.0,57.0,2628.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
60.0,65.0,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2128.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
65.0,60.0,60_65,57.0,57.0,57.0,57.0,57.0,57.0,57.0,2128.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
60.0,65.0,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2199.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
65.0,60.0,60_65,57.0,57.0,57.0,57.81818181818182,69.0,70.0,70.0,2199.0,self,yes,-0.8181818181818201,-0.8181818181818201,-0.8181818181818201,11.18181818181818,12.18181818181818,12.18181818181818
65.0,69.0,65_69,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2508.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
69.0,65.0,65_69,57.0,57.0,57.0,57.0,59.35,63.35,63.0,2508.0,other,yes,0.0,0.0,0.0,2.3500000000000014,6.350000000000001,6.0
65.0,69.0,65_69,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2026.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
69.0,65.0,65_69,63.0,68.1,70.0,70.0,70.0,70.0,70.0,2026.0,self,yes,-7.0,-1.9000000000000057,0.0,0.0,0.0,0.0
65.0,69.0,65_69,59.0,59.0,59.0,59.0,59.0,59.0,59.0,2100.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
69.0,65.0,65_69,91.0,91.0,91.0,91.0,91.0,91.0,91.0,2100.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
65.0,69.0,65_69,70.0,70.0,70.0,70.0,70.0,70.0,70.0,3540.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
69.0,65.0,65_69,85.0,85.0,87.1,90.0,89.85,78.05,68.35,3540.0,self,yes,-5.0,-5.0,-2.9000000000000057,-0.15000000000000568,-11.950000000000003,-21.650000000000006
65.0,69.0,65_69,70.0,70.0,70.0,70.0,70.0,70.0,70.1,2498.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.09999999999999432
69.0,65.0,65_69,86.6,90.0,90.0,88.6,72.3,68.0,68.05,2498.0,other,yes,-2.0,1.4000000000000057,1.4000000000000057,-16.299999999999997,-20.599999999999994,-20.549999999999997
84.0,81.0,84_81,9.0,10.9,12.0,12.0,12.0,12.0,12.0,2220.0,other,yes,-3.0,-1.0999999999999996,0.0,0.0,0.0,0.0
81.0,84.0,84_81,67.0,67.0,67.0,67.0,67.0,67.0,67.0,2220.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
84.0,81.0,84_81,16.0,15.65,15.0,15.0,15.0,15.0,15.0,3392.0,other,yes,1.0,0.6500000000000004,0.0,0.0,0.0,0.0
81.0,84.0,84_81,67.0,67.0,67.0,67.0,67.0,67.0,67.0,3392.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
22.0,20.0,20_22,80.0,80.0,79.8,82.0,82.0,82.0,82.0,2322.0,other,yes,-2.0,-2.0,-2.200000000000003,0.0,0.0,0.0
20.0,22.0,20_22,70.8,69.0,69.0,69.0,69.0,69.0,69.0,2322.0,self,yes,1.7999999999999972,0.0,0.0,0.0,0.0,0.0
63.0,66.0,66_63,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2281.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
66.0,63.0,66_63,49.0,49.0,49.25,51.130434782608695,52.0,52.0,52.0,2281.0,self,yes,-2.1304347826086953,-2.1304347826086953,-1.8804347826086953,0.8695652173913047,0.8695652173913047,0.8695652173913047
110.0,108.0,108_110,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2133.0,other,no,0.0,0.0,0.0,0.0,0.0,0.0
108.0,110.0,108_110,79.0,79.0,79.0,79.0,79.0,79.0,79.0,2133.0,self,no,0.0,0.0,0.0,0.0,0.0,0.0
22.0,27.0,22_27,39.0,39.0,39.0,35.77272727272727,33.0,33.0,33.0,2248.0,other,yes,3.2272727272727266,3.2272727272727266,3.2272727272727266,-2.7727272727272734,-2.7727272727272734,-2.7727272727272734
27.0,22.0,22_27,68.0,68.0,68.0,68.0,68.0,68.0,68.0,2248.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
22.0,27.0,22_27,5.0,5.0,9.85,12.545454545454545,5.15,0.4,0.0,2256.0,self,yes,-7.545454545454545,-7.545454545454545,-2.6954545454545453,-7.395454545454545,-12.145454545454545,-12.545454545454545
27.0,22.0,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2256.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
22.0,27.0,22_27,44.0,44.0,44.0,44.0,44.0,44.0,44.0,2250.0,other,yes,0.0,0.0,0.0,0.0,0.0,0.0
27.0,22.0,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2250.0,self,yes,0.0,0.0,0.0,0.0,0.0,0.0
11.0,6.0,6_11,87.0,87.0,87.0,87.0,87.65,89.0,89.0,2007.0,self,yes,0.0,0.0,0.0,0.6500000000000057,2.0,2.0
6.0,11.0,6_11,67.0,69.65,72.0,72.0,72.0,72.0,72.0,2007.0,other,yes,-5.0,-2.3499999999999943,0.0,0.0,0.0,0.0
103.0,100.0,100_103,68.05,67.85,59.75,45.90909090909091,48.2,48.85,48.0,2169.0,other,yes,22.14090909090909,21.940909090909088,13.840909090909093,2.2909090909090963,2.940909090909095,2.0909090909090935
100.0,103.0,100_103,36.0,36.0,33.45,29.0,29.0,29.0,29.0,2169.0,self,yes,7.0,7.0,4.450000000000003,0.0,0.0,0.0
103.0,100.0,100_103,35.0,35.0,35.0,35.0,35.0,46.8,47.0,2011.0,self,yes,0.0,0.0,0.0,0.0,11.799999999999997,12.0
100.0,103.0,100_103,80.0,80.0,80.0,80.0,60.65,48.8,69.55,2011.0,other,yes,0.0,0.0,0.0,-19.35,-31.200000000000003,-10.450000000000003
22.0,26.0,22_26,51.0,51.0,51.0,44.833333333333336,46.85,54.9,60.45,2408.0,self,yes,6.166666666666664,6.166666666666664,6.166666666666664,2.0166666666666657,10.066666666666663,15.616666666666667
