clip,gap_length_x,condition_x,dyad,turn_num,turn_start_msec,video_num,laughter,Unnamed: 8,Unnamed: 9,subID,partnerID,timepoint,connection,connection_change,gap_length_y,speaker,condition_y
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,60.0,65.0,3_before,0.0,0.0,2027.0,self,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,65.0,60.0,3_before,0.0,0.0,2027.0,other,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,60.0,65.0,1_after,0.0,0.0,2027.0,self,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,65.0,60.0,1_after,0.0,0.0,2027.0,other,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,60.0,65.0,2_after,0.0,0.0,2027.0,self,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,65.0,60.0,2_after,1.05,1.05,2027.0,other,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,60.0,65.0,3_after,0.0,0.0,2027.0,self,strangers
64_2027_60_65.mov,2027,strangers,60_65,10,11129,64,no,,,65.0,60.0,3_after,4.0,4.0,2027.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,long_gap,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,long_gap,57.0,0.0,2628.0,self,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,1_before,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,1_before,57.0,0.0,2628.0,self,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,2_before,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,2_before,57.0,0.0,2628.0,self,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,3_before,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,3_before,57.0,0.0,2628.0,self,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,1_after,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,1_after,57.0,0.0,2628.0,self,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,60.0,65.0,2_after,84.0,0.0,2628.0,other,strangers
65_2628_60_65.mov,2628,strangers,60_65,103,360256,65,no,,<- check the timing of this one in the transcript.,65.0,60.0,2_after,57.0,0.0,2628.0,self,strangers
