subID,partnerID,dyad,connection_3_before,connection_2_before,connection_1_before,connection_long_gap,connection_1_after,connection_2_after,connection_3_after,gap_length,change_in_connection_3_before,change_in_connection_2_before,change_in_connection_1_before,change_in_connection_1_after,change_in_connection_2_after,change_in_connection_3_after
30,26,26_30,24.0,24.0,24.0,24.0,24.0,24.0,24.0,5029.0,0.0,0.0,0.0,0.0,0.0,0.0
60,65,60_65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,0.0,0.0
65,60,60_65,0.0,0.0,0.0,0.0,0.0,1.05,4.0,2027.0,0.0,0.0,0.0,0.0,1.05,4.0
60,65,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0
65,60,60_65,57.0,57.0,57.0,57.0,57.0,57.0,57.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0
60,65,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0
65,60,60_65,57.0,57.0,57.0,57.0,57.0,57.0,57.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0
60,65,60_65,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0
65,60,60_65,57.0,57.0,57.0,57.81818181818182,69.0,70.0,70.0,2199.0,-0.8181818181818201,-0.8181818181818201,-0.8181818181818201,11.18181818181818,12.18181818181818,12.18181818181818
65,69,65_69,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2508.0,0.0,0.0,0.0,0.0,0.0,0.0
69,65,65_69,57.0,57.0,57.0,57.0,59.35,63.35,63.0,2508.0,0.0,0.0,0.0,2.3500000000000014,6.350000000000001,6.0
65,69,65_69,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0
69,65,65_69,63.0,68.1,70.0,70.0,70.0,70.0,70.0,2026.0,-7.0,-1.9000000000000057,0.0,0.0,0.0,0.0
65,69,65_69,59.0,59.0,59.0,59.0,59.0,59.0,59.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0
69,65,65_69,91.0,91.0,91.0,91.0,91.0,91.0,91.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0
65,69,65_69,70.0,70.0,70.0,70.0,70.0,70.0,70.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0
69,65,65_69,85.0,85.0,87.1,90.0,89.85,78.05,68.35,3540.0,-5.0,-5.0,-2.9000000000000057,-0.15000000000000568,-11.950000000000003,-21.650000000000006
65,69,65_69,70.0,70.0,70.0,70.0,70.0,70.0,70.1,2498.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999432
