subID,partnerID,dyad,timepoint,connection,connection_change,gap_length,speaker,turn_num
65.0,69.0,65_69,long_gap,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,long_gap,57.0,0.0,2508.0,other,36.0
65.0,69.0,65_69,1_before,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,1_before,57.0,0.0,2508.0,other,36.0
65.0,69.0,65_69,2_before,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,2_before,57.0,0.0,2508.0,other,36.0
65.0,69.0,65_69,3_before,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,3_before,57.0,0.0,2508.0,other,36.0
65.0,69.0,65_69,1_after,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,1_after,59.35,2.3500000000000014,2508.0,other,36.0
65.0,69.0,65_69,2_after,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,2_after,63.35,6.350000000000001,2508.0,other,36.0
65.0,69.0,65_69,3_after,39.0,0.0,2508.0,self,36.0
69.0,65.0,65_69,3_after,63.0,6.0,2508.0,other,36.0
65.0,69.0,65_69,long_gap,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,long_gap,70.0,0.0,2026.0,self,47.0
65.0,69.0,65_69,1_before,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,1_before,70.0,0.0,2026.0,self,47.0
65.0,69.0,65_69,2_before,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,2_before,68.1,-1.9000000000000057,2026.0,self,47.0
65.0,69.0,65_69,3_before,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,3_before,63.0,-7.0,2026.0,self,47.0
65.0,69.0,65_69,1_after,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,1_after,70.0,0.0,2026.0,self,47.0
65.0,69.0,65_69,2_after,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,2_after,70.0,0.0,2026.0,self,47.0
65.0,69.0,65_69,3_after,39.0,0.0,2026.0,other,47.0
69.0,65.0,65_69,3_after,70.0,0.0,2026.0,self,47.0
65.0,69.0,65_69,long_gap,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,long_gap,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,1_before,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,1_before,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,2_before,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,2_before,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,3_before,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,3_before,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,1_after,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,1_after,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,2_after,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,2_after,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,3_after,59.0,0.0,2100.0,other,87.0
69.0,65.0,65_69,3_after,91.0,0.0,2100.0,self,87.0
65.0,69.0,65_69,long_gap,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,long_gap,90.0,0.0,3540.0,self,97.0
65.0,69.0,65_69,1_before,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,1_before,87.1,-2.9000000000000057,3540.0,self,97.0
65.0,69.0,65_69,2_before,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,2_before,85.0,-5.0,3540.0,self,97.0
65.0,69.0,65_69,3_before,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,3_before,85.0,-5.0,3540.0,self,97.0
65.0,69.0,65_69,1_after,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,1_after,89.85,-0.15000000000000568,3540.0,self,97.0
65.0,69.0,65_69,2_after,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,2_after,78.05,-11.950000000000003,3540.0,self,97.0
65.0,69.0,65_69,3_after,70.0,0.0,3540.0,other,97.0
69.0,65.0,65_69,3_after,68.35,-21.650000000000006,3540.0,self,97.0
65.0,69.0,65_69,long_gap,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,long_gap,88.6,0.0,2498.0,other,98.0
65.0,69.0,65_69,1_before,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,1_before,90.0,1.4000000000000057,2498.0,other,98.0
65.0,69.0,65_69,2_before,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,2_before,90.0,1.4000000000000057,2498.0,other,98.0
65.0,69.0,65_69,3_before,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,3_before,86.6,-2.0,2498.0,other,98.0
65.0,69.0,65_69,1_after,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,1_after,72.3,-16.299999999999997,2498.0,other,98.0
65.0,69.0,65_69,2_after,70.0,0.0,2498.0,self,98.0
69.0,65.0,65_69,2_after,68.0,-20.599999999999994,2498.0,other,98.0
65.0,69.0,65_69,3_after,70.1,0.09999999999999432,2498.0,self,98.0
69.0,65.0,65_69,3_after,68.05,-20.549999999999997,2498.0,other,98.0
84.0,81.0,84_81,long_gap,12.0,0.0,2220.0,other,99.0
81.0,84.0,84_81,long_gap,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,1_before,12.0,0.0,2220.0,other,99.0
81.0,84.0,84_81,1_before,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,2_before,10.9,-1.0999999999999996,2220.0,other,99.0
81.0,84.0,84_81,2_before,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,3_before,9.0,-3.0,2220.0,other,99.0
81.0,84.0,84_81,3_before,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,1_after,12.0,0.0,2220.0,other,99.0
81.0,84.0,84_81,1_after,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,2_after,12.0,0.0,2220.0,other,99.0
81.0,84.0,84_81,2_after,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,3_after,12.0,0.0,2220.0,other,99.0
81.0,84.0,84_81,3_after,67.0,0.0,2220.0,self,99.0
84.0,81.0,84_81,long_gap,15.0,0.0,3392.0,other,123.0
81.0,84.0,84_81,long_gap,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,1_before,15.0,0.0,3392.0,other,123.0
81.0,84.0,84_81,1_before,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,2_before,15.65,0.6500000000000004,3392.0,other,123.0
81.0,84.0,84_81,2_before,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,3_before,16.0,1.0,3392.0,other,123.0
81.0,84.0,84_81,3_before,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,1_after,15.0,0.0,3392.0,other,123.0
81.0,84.0,84_81,1_after,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,2_after,15.0,0.0,3392.0,other,123.0
81.0,84.0,84_81,2_after,67.0,0.0,3392.0,self,123.0
84.0,81.0,84_81,3_after,15.0,0.0,3392.0,other,123.0
81.0,84.0,84_81,3_after,67.0,0.0,3392.0,self,123.0
22.0,20.0,20_22,long_gap,82.0,0.0,2322.0,other,79.0
20.0,22.0,20_22,long_gap,69.0,0.0,2322.0,self,79.0
22.0,20.0,20_22,1_before,79.8,-2.200000000000003,2322.0,other,79.0
20.0,22.0,20_22,1_before,69.0,0.0,2322.0,self,79.0
22.0,20.0,20_22,2_before,80.0,-2.0,2322.0,other,79.0
20.0,22.0,20_22,2_before,69.0,0.0,2322.0,self,79.0
22.0,20.0,20_22,3_before,80.0,-2.0,2322.0,other,79.0
20.0,22.0,20_22,3_before,70.8,1.7999999999999972,2322.0,self,79.0
22.0,20.0,20_22,1_after,82.0,0.0,2322.0,other,79.0
20.0,22.0,20_22,1_after,69.0,0.0,2322.0,self,79.0
22.0,20.0,20_22,2_after,82.0,0.0,2322.0,other,79.0
20.0,22.0,20_22,2_after,69.0,0.0,2322.0,self,79.0
22.0,20.0,20_22,3_after,82.0,0.0,2322.0,other,79.0
20.0,22.0,20_22,3_after,69.0,0.0,2322.0,self,79.0
63.0,66.0,66_63,long_gap,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,long_gap,51.130434782608695,0.0,2281.0,self,47.0
63.0,66.0,66_63,1_before,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,1_before,49.25,-1.8804347826086953,2281.0,self,47.0
63.0,66.0,66_63,2_before,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,2_before,49.0,-2.1304347826086953,2281.0,self,47.0
63.0,66.0,66_63,3_before,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,3_before,49.0,-2.1304347826086953,2281.0,self,47.0
63.0,66.0,66_63,1_after,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,1_after,52.0,0.8695652173913047,2281.0,self,47.0
63.0,66.0,66_63,2_after,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,2_after,52.0,0.8695652173913047,2281.0,self,47.0
63.0,66.0,66_63,3_after,61.0,0.0,2281.0,other,47.0
66.0,63.0,66_63,3_after,52.0,0.8695652173913047,2281.0,self,47.0
110.0,108.0,108_110,long_gap,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,long_gap,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,1_before,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,1_before,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,2_before,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,2_before,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,3_before,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,3_before,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,1_after,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,1_after,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,2_after,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,2_after,79.0,0.0,2133.0,self,175.0
110.0,108.0,108_110,3_after,7.0,0.0,2133.0,other,175.0
108.0,110.0,108_110,3_after,79.0,0.0,2133.0,self,175.0
22.0,27.0,22_27,long_gap,35.77272727272727,0.0,2248.0,other,77.0
27.0,22.0,22_27,long_gap,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,1_before,39.0,3.2272727272727266,2248.0,other,77.0
27.0,22.0,22_27,1_before,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,2_before,39.0,3.2272727272727266,2248.0,other,77.0
27.0,22.0,22_27,2_before,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,3_before,39.0,3.2272727272727266,2248.0,other,77.0
27.0,22.0,22_27,3_before,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,1_after,33.0,-2.7727272727272734,2248.0,other,77.0
27.0,22.0,22_27,1_after,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,2_after,33.0,-2.7727272727272734,2248.0,other,77.0
27.0,22.0,22_27,2_after,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,3_after,33.0,-2.7727272727272734,2248.0,other,77.0
27.0,22.0,22_27,3_after,68.0,0.0,2248.0,self,77.0
22.0,27.0,22_27,long_gap,12.545454545454545,0.0,2256.0,self,140.0
27.0,22.0,22_27,long_gap,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,1_before,9.85,-2.6954545454545453,2256.0,self,140.0
27.0,22.0,22_27,1_before,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,2_before,5.0,-7.545454545454545,2256.0,self,140.0
27.0,22.0,22_27,2_before,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,3_before,5.0,-7.545454545454545,2256.0,self,140.0
27.0,22.0,22_27,3_before,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,1_after,5.15,-7.395454545454545,2256.0,self,140.0
27.0,22.0,22_27,1_after,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,2_after,0.4,-12.145454545454545,2256.0,self,140.0
27.0,22.0,22_27,2_after,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,3_after,0.0,-12.545454545454545,2256.0,self,140.0
27.0,22.0,22_27,3_after,72.0,0.0,2256.0,other,140.0
22.0,27.0,22_27,long_gap,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,long_gap,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,1_before,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,1_before,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,2_before,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,2_before,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,3_before,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,3_before,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,1_after,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,1_after,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,2_after,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,2_after,72.0,0.0,2250.0,self,191.0
22.0,27.0,22_27,3_after,44.0,0.0,2250.0,other,191.0
27.0,22.0,22_27,3_after,72.0,0.0,2250.0,self,191.0
11.0,6.0,6_11,long_gap,87.0,0.0,2007.0,self,94.0
6.0,11.0,6_11,long_gap,72.0,0.0,2007.0,other,94.0
11.0,6.0,6_11,1_before,87.0,0.0,2007.0,self,94.0
6.0,11.0,6_11,1_before,72.0,0.0,2007.0,other,94.0
11.0,6.0,6_11,2_before,87.0,0.0,2007.0,self,94.0
6.0,11.0,6_11,2_before,69.65,-2.3499999999999943,2007.0,other,94.0
11.0,6.0,6_11,3_before,87.0,0.0,2007.0,self,94.0
6.0,11.0,6_11,3_before,67.0,-5.0,2007.0,other,94.0
11.0,6.0,6_11,1_after,87.65,0.6500000000000057,2007.0,self,94.0
6.0,11.0,6_11,1_after,72.0,0.0,2007.0,other,94.0
11.0,6.0,6_11,2_after,89.0,2.0,2007.0,self,94.0
6.0,11.0,6_11,2_after,72.0,0.0,2007.0,other,94.0
11.0,6.0,6_11,3_after,89.0,2.0,2007.0,self,94.0
6.0,11.0,6_11,3_after,72.0,0.0,2007.0,other,94.0
103.0,100.0,100_103,long_gap,45.90909090909091,0.0,2169.0,other,55.0
100.0,103.0,100_103,long_gap,29.0,0.0,2169.0,self,55.0
103.0,100.0,100_103,1_before,59.75,13.840909090909093,2169.0,other,55.0
100.0,103.0,100_103,1_before,33.45,4.450000000000003,2169.0,self,55.0
103.0,100.0,100_103,2_before,67.85,21.940909090909088,2169.0,other,55.0
100.0,103.0,100_103,2_before,36.0,7.0,2169.0,self,55.0
103.0,100.0,100_103,3_before,68.05,22.14090909090909,2169.0,other,55.0
100.0,103.0,100_103,3_before,36.0,7.0,2169.0,self,55.0
103.0,100.0,100_103,1_after,48.2,2.2909090909090963,2169.0,other,55.0
100.0,103.0,100_103,1_after,29.0,0.0,2169.0,self,55.0
103.0,100.0,100_103,2_after,48.85,2.940909090909095,2169.0,other,55.0
100.0,103.0,100_103,2_after,29.0,0.0,2169.0,self,55.0
103.0,100.0,100_103,3_after,48.0,2.0909090909090935,2169.0,other,55.0
100.0,103.0,100_103,3_after,29.0,0.0,2169.0,self,55.0
103.0,100.0,100_103,long_gap,35.0,0.0,2011.0,self,208.0
100.0,103.0,100_103,long_gap,80.0,0.0,2011.0,other,208.0
103.0,100.0,100_103,1_before,35.0,0.0,2011.0,self,208.0
100.0,103.0,100_103,1_before,80.0,0.0,2011.0,other,208.0
103.0,100.0,100_103,2_before,35.0,0.0,2011.0,self,208.0
100.0,103.0,100_103,2_before,80.0,0.0,2011.0,other,208.0
103.0,100.0,100_103,3_before,35.0,0.0,2011.0,self,208.0
100.0,103.0,100_103,3_before,80.0,0.0,2011.0,other,208.0
103.0,100.0,100_103,1_after,35.0,0.0,2011.0,self,208.0
100.0,103.0,100_103,1_after,60.65,-19.35,2011.0,other,208.0
103.0,100.0,100_103,2_after,46.8,11.799999999999997,2011.0,self,208.0
100.0,103.0,100_103,2_after,48.8,-31.200000000000003,2011.0,other,208.0
103.0,100.0,100_103,3_after,47.0,12.0,2011.0,self,208.0
100.0,103.0,100_103,3_after,69.55,-10.450000000000003,2011.0,other,208.0
22.0,26.0,22_26,long_gap,44.833333333333336,0.0,2408.0,self,46.0
26.0,22.0,22_26,long_gap,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,1_before,51.0,6.166666666666664,2408.0,self,46.0
26.0,22.0,22_26,1_before,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,2_before,51.0,6.166666666666664,2408.0,self,46.0
26.0,22.0,22_26,2_before,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,3_before,51.0,6.166666666666664,2408.0,self,46.0
26.0,22.0,22_26,3_before,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,1_after,46.85,2.0166666666666657,2408.0,self,46.0
26.0,22.0,22_26,1_after,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,2_after,54.9,10.066666666666663,2408.0,self,46.0
26.0,22.0,22_26,2_after,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,3_after,60.45,15.616666666666667,2408.0,self,46.0
26.0,22.0,22_26,3_after,52.0,0.0,2408.0,other,46.0
22.0,26.0,22_26,long_gap,45.121212121212125,0.0,3275.0,self,138.0
26.0,22.0,22_26,long_gap,100.0,0.0,3275.0,other,138.0
22.0,26.0,22_26,1_before,53.75,8.628787878787875,3275.0,self,138.0
26.0,22.0,22_26,1_before,100.0,0.0,3275.0,other,138.0
22.0,26.0,22_26,2_before,54.0,8.878787878787875,3275.0,self,138.0
26.0,22.0,22_26,2_before,100.0,0.0,3275.0,other,138.0
22.0,26.0,22_26,3_before,54.0,8.878787878787875,3275.0,self,138.0
26.0,22.0,22_26,3_before,100.0,0.0,3275.0,other,138.0
22.0,26.0,22_26,1_after,40.2,-4.921212121212122,3275.0,self,138.0
26.0,22.0,22_26,1_after,83.55,-16.450000000000003,3275.0,other,138.0
22.0,26.0,22_26,2_after,40.0,-5.121212121212125,3275.0,self,138.0
26.0,22.0,22_26,2_after,70.85,-29.150000000000006,3275.0,other,138.0
22.0,26.0,22_26,3_after,39.2,-5.921212121212122,3275.0,self,138.0
26.0,22.0,22_26,3_after,70.0,-30.0,3275.0,other,138.0
86.0,82.0,82_86,long_gap,61.34782608695652,0.0,2285.0,other,200.0
82.0,86.0,82_86,long_gap,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,1_before,59.4,-1.9478260869565247,2285.0,other,200.0
82.0,86.0,82_86,1_before,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,2_before,53.5,-7.847826086956523,2285.0,other,200.0
82.0,86.0,82_86,2_before,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,3_before,49.9,-11.447826086956525,2285.0,other,200.0
82.0,86.0,82_86,3_before,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,1_after,61.55,0.20217391304347387,2285.0,other,200.0
82.0,86.0,82_86,1_after,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,2_after,60.05,-1.2978260869565261,2285.0,other,200.0
82.0,86.0,82_86,2_after,77.0,0.0,2285.0,self,200.0
86.0,82.0,82_86,3_after,61.2,-0.14782608695652044,2285.0,other,200.0
82.0,86.0,82_86,3_after,77.0,0.0,2285.0,self,200.0
108.0,105.0,108_105,long_gap,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,long_gap,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,1_before,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,1_before,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,2_before,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,2_before,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,3_before,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,3_before,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,1_after,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,1_after,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,2_after,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,2_after,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,3_after,73.0,0.0,2113.0,other,57.0
105.0,108.0,108_105,3_after,23.0,0.0,2113.0,self,57.0
108.0,105.0,108_105,long_gap,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,long_gap,15.0,0.0,3152.0,self,103.0
108.0,105.0,108_105,1_before,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,1_before,15.0,0.0,3152.0,self,103.0
108.0,105.0,108_105,2_before,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,2_before,11.95,-3.0500000000000007,3152.0,self,103.0
108.0,105.0,108_105,3_before,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,3_before,0.55,-14.45,3152.0,self,103.0
108.0,105.0,108_105,1_after,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,1_after,15.6,0.5999999999999996,3152.0,self,103.0
108.0,105.0,108_105,2_after,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,2_after,16.0,1.0,3152.0,self,103.0
108.0,105.0,108_105,3_after,92.0,0.0,3152.0,other,103.0
105.0,108.0,108_105,3_after,17.35,2.3500000000000014,3152.0,self,103.0
100.0,101.0,100_101,long_gap,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,long_gap,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,1_before,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,1_before,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,2_before,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,2_before,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,3_before,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,3_before,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,1_after,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,1_after,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,2_after,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,2_after,72.0,0.0,2470.0,self,103.0
100.0,101.0,100_101,3_after,73.0,0.0,2470.0,other,103.0
101.0,100.0,100_101,3_after,72.0,0.0,2470.0,self,103.0
48.0,42.0,42_48,long_gap,39.74285714285714,0.0,3425.0,other,54.0
42.0,48.0,42_48,long_gap,53.0,0.0,3425.0,self,54.0
48.0,42.0,42_48,1_before,41.2,1.4571428571428626,3425.0,other,54.0
42.0,48.0,42_48,1_before,53.0,0.0,3425.0,self,54.0
48.0,42.0,42_48,2_before,41.95,2.2071428571428626,3425.0,other,54.0
42.0,48.0,42_48,2_before,53.05,0.04999999999999716,3425.0,self,54.0
48.0,42.0,42_48,3_before,42.0,2.25714285714286,3425.0,other,54.0
42.0,48.0,42_48,3_before,54.6,1.6000000000000014,3425.0,self,54.0
48.0,42.0,42_48,1_after,39.15,-0.5928571428571416,3425.0,other,54.0
42.0,48.0,42_48,1_after,53.0,0.0,3425.0,self,54.0
48.0,42.0,42_48,2_after,39.8,0.05714285714285694,3425.0,other,54.0
42.0,48.0,42_48,2_after,53.0,0.0,3425.0,self,54.0
48.0,42.0,42_48,3_after,25.2,-14.542857142857141,3425.0,other,54.0
42.0,48.0,42_48,3_after,53.0,0.0,3425.0,self,54.0
105.0,101.0,101_105,long_gap,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,long_gap,35.0,0.0,3519.0,self,41.0
105.0,101.0,101_105,1_before,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,1_before,35.0,0.0,3519.0,self,41.0
105.0,101.0,101_105,2_before,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,2_before,35.0,0.0,3519.0,self,41.0
105.0,101.0,101_105,3_before,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,3_before,35.0,0.0,3519.0,self,41.0
105.0,101.0,101_105,1_after,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,1_after,41.55,6.549999999999997,3519.0,self,41.0
105.0,101.0,101_105,2_after,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,2_after,48.95,13.950000000000003,3519.0,self,41.0
105.0,101.0,101_105,3_after,55.0,0.0,3519.0,other,41.0
101.0,105.0,101_105,3_after,49.0,14.0,3519.0,self,41.0
105.0,101.0,101_105,long_gap,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,long_gap,63.96296296296296,0.0,2656.0,self,67.0
105.0,101.0,101_105,1_before,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,1_before,53.6,-10.36296296296296,2656.0,self,67.0
105.0,101.0,101_105,2_before,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,2_before,46.0,-17.962962962962962,2656.0,self,67.0
105.0,101.0,101_105,3_before,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,3_before,46.0,-17.962962962962962,2656.0,self,67.0
105.0,101.0,101_105,1_after,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,1_after,64.0,0.03703703703703809,2656.0,self,67.0
105.0,101.0,101_105,2_after,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,2_after,64.0,0.03703703703703809,2656.0,self,67.0
105.0,101.0,101_105,3_after,32.0,0.0,2656.0,other,67.0
101.0,105.0,101_105,3_after,64.0,0.03703703703703809,2656.0,self,67.0
105.0,101.0,101_105,long_gap,32.0,0.0,3549.0,other,71.0
101.0,105.0,101_105,long_gap,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,1_before,32.0,0.0,3549.0,other,71.0
101.0,105.0,101_105,1_before,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,2_before,32.0,0.0,3549.0,other,71.0
101.0,105.0,101_105,2_before,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,3_before,32.0,0.0,3549.0,other,71.0
101.0,105.0,101_105,3_before,64.75,0.75,3549.0,self,71.0
105.0,101.0,101_105,1_after,32.0,0.0,3549.0,other,71.0
101.0,105.0,101_105,1_after,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,2_after,40.0,8.0,3549.0,other,71.0
101.0,105.0,101_105,2_after,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,3_after,57.15,25.15,3549.0,other,71.0
101.0,105.0,101_105,3_after,64.0,0.0,3549.0,self,71.0
105.0,101.0,101_105,long_gap,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,long_gap,45.0,0.0,2499.0,other,90.0
105.0,101.0,101_105,1_before,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,1_before,45.0,0.0,2499.0,other,90.0
105.0,101.0,101_105,2_before,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,2_before,45.0,0.0,2499.0,other,90.0
105.0,101.0,101_105,3_before,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,3_before,44.6,-0.3999999999999986,2499.0,other,90.0
105.0,101.0,101_105,1_after,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,1_after,45.0,0.0,2499.0,other,90.0
105.0,101.0,101_105,2_after,21.0,0.0,2499.0,self,90.0
101.0,105.0,101_105,2_after,47.25,2.25,2499.0,other,90.0
105.0,101.0,101_105,3_after,25.2,4.199999999999999,2499.0,self,90.0
101.0,105.0,101_105,3_after,49.0,4.0,2499.0,other,90.0
105.0,101.0,101_105,long_gap,29.0,0.0,2456.0,self,148.0
101.0,105.0,101_105,long_gap,71.0,0.0,2456.0,other,148.0
105.0,101.0,101_105,1_before,29.0,0.0,2456.0,self,148.0
101.0,105.0,101_105,1_before,71.0,0.0,2456.0,other,148.0
105.0,101.0,101_105,2_before,29.0,0.0,2456.0,self,148.0
