subID,partnerID,dyad,timepoint,connection,connection_change,gap_length,condition
103,101,103_101,3_after,91.0,6.0,1427.0,strangers
101,103,103_101,3_after,91.0,13.0,1427.0,strangers
103,101,103_101,3_before,69.15,0.0,1028.0,strangers
101,103,103_101,3_before,29.0,0.0,1028.0,strangers
103,101,103_101,long_gap,69.0,-0.15000000000000568,1028.0,strangers
101,103,103_101,long_gap,54.9,25.9,1028.0,strangers
103,101,103_101,1_before,69.0,-0.15000000000000568,1028.0,strangers
101,103,103_101,1_before,29.85,0.8500000000000014,1028.0,strangers
103,101,103_101,2_before,69.0,-0.15000000000000568,1028.0,strangers
101,103,103_101,2_before,29.0,0.0,1028.0,strangers
103,101,103_101,1_after,82.05,12.899999999999991,1028.0,strangers
101,103,103_101,1_after,62.0,33.0,1028.0,strangers
103,101,103_101,2_after,87.0,17.849999999999994,1028.0,strangers
101,103,103_101,2_after,62.0,33.0,1028.0,strangers
103,101,103_101,3_after,87.0,17.849999999999994,1028.0,strangers
101,103,103_101,3_after,62.0,33.0,1028.0,strangers
24,25,24_25,3_before,49.0,0.0,1348.0,strangers
25,24,24_25,3_before,0.0,0.0,1348.0,strangers
24,25,24_25,long_gap,49.0,0.0,1348.0,strangers
25,24,24_25,long_gap,0.0,0.0,1348.0,strangers
24,25,24_25,1_before,49.0,0.0,1348.0,strangers
25,24,24_25,1_before,0.0,0.0,1348.0,strangers
24,25,24_25,2_before,49.0,0.0,1348.0,strangers
25,24,24_25,2_before,0.0,0.0,1348.0,strangers
24,25,24_25,1_after,46.75,-2.25,1348.0,strangers
25,24,24_25,1_after,0.0,0.0,1348.0,strangers
24,25,24_25,2_after,44.0,-5.0,1348.0,strangers
25,24,24_25,2_after,0.0,0.0,1348.0,strangers
24,25,24_25,3_after,38.15,-10.850000000000001,1348.0,strangers
25,24,24_25,3_after,0.0,0.0,1348.0,strangers
24,25,24_25,3_before,73.25,0.0,1085.0,strangers
25,24,24_25,3_before,13.0,0.0,1085.0,strangers
24,25,24_25,long_gap,79.0,5.75,1085.0,strangers
25,24,24_25,long_gap,13.0,0.0,1085.0,strangers
24,25,24_25,1_before,78.8,5.549999999999997,1085.0,strangers
25,24,24_25,1_before,13.0,0.0,1085.0,strangers
24,25,24_25,2_before,76.35,3.0999999999999943,1085.0,strangers
25,24,24_25,2_before,13.0,0.0,1085.0,strangers
24,25,24_25,1_after,79.0,5.75,1085.0,strangers
25,24,24_25,1_after,13.45,0.4499999999999993,1085.0,strangers
24,25,24_25,2_after,79.0,5.75,1085.0,strangers
25,24,24_25,2_after,14.0,1.0,1085.0,strangers
24,25,24_25,3_after,79.0,5.75,1085.0,strangers
25,24,24_25,3_after,14.0,1.0,1085.0,strangers
24,25,24_25,3_before,85.0,0.0,1116.0,strangers
25,24,24_25,3_before,18.0,0.0,1116.0,strangers
24,25,24_25,long_gap,84.0,-1.0,1116.0,strangers
25,24,24_25,long_gap,18.0,0.0,1116.0,strangers
24,25,24_25,1_before,84.0,-1.0,1116.0,strangers
25,24,24_25,1_before,18.0,0.0,1116.0,strangers
24,25,24_25,2_before,80.8,-4.200000000000003,1116.0,strangers
25,24,24_25,2_before,18.0,0.0,1116.0,strangers
24,25,24_25,1_after,84.0,-1.0,1116.0,strangers
25,24,24_25,1_after,18.0,0.0,1116.0,strangers
24,25,24_25,2_after,84.0,-1.0,1116.0,strangers
25,24,24_25,2_after,18.0,0.0,1116.0,strangers
24,25,24_25,3_after,84.0,-1.0,1116.0,strangers
25,24,24_25,3_after,18.0,0.0,1116.0,strangers
24,25,24_25,3_before,83.8,0.0,1183.0,strangers
25,24,24_25,3_before,19.0,0.0,1183.0,strangers
24,25,24_25,long_gap,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,long_gap,19.0,0.0,1183.0,strangers
24,25,24_25,1_before,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,1_before,19.0,0.0,1183.0,strangers
24,25,24_25,2_before,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,2_before,19.0,0.0,1183.0,strangers
24,25,24_25,1_after,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,1_after,19.0,0.0,1183.0,strangers
24,25,24_25,2_after,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,2_after,19.0,0.0,1183.0,strangers
24,25,24_25,3_after,85.0,1.2000000000000028,1183.0,strangers
25,24,24_25,3_after,19.0,0.0,1183.0,strangers
24,25,24_25,3_before,90.0,0.0,1062.0,strangers
25,24,24_25,3_before,29.0,0.0,1062.0,strangers
24,25,24_25,long_gap,90.0,0.0,1062.0,strangers
25,24,24_25,long_gap,29.0,0.0,1062.0,strangers
24,25,24_25,1_before,90.0,0.0,1062.0,strangers
25,24,24_25,1_before,29.0,0.0,1062.0,strangers
24,25,24_25,2_before,90.0,0.0,1062.0,strangers
25,24,24_25,2_before,29.0,0.0,1062.0,strangers
24,25,24_25,1_after,90.0,0.0,1062.0,strangers
25,24,24_25,1_after,29.0,0.0,1062.0,strangers
24,25,24_25,2_after,90.0,0.0,1062.0,strangers
25,24,24_25,2_after,29.0,0.0,1062.0,strangers
24,25,24_25,3_after,90.0,0.0,1062.0,strangers
25,24,24_25,3_after,29.0,0.0,1062.0,strangers
24,25,24_25,3_before,91.0,0.0,1213.0,strangers
25,24,24_25,3_before,10.0,0.0,1213.0,strangers
24,25,24_25,long_gap,91.0,0.0,1213.0,strangers
25,24,24_25,long_gap,10.0,0.0,1213.0,strangers
24,25,24_25,1_before,91.0,0.0,1213.0,strangers
25,24,24_25,1_before,10.0,0.0,1213.0,strangers
24,25,24_25,2_before,91.0,0.0,1213.0,strangers
25,24,24_25,2_before,10.0,0.0,1213.0,strangers
24,25,24_25,1_after,91.0,0.0,1213.0,strangers
25,24,24_25,1_after,10.0,0.0,1213.0,strangers
24,25,24_25,2_after,91.0,0.0,1213.0,strangers
25,24,24_25,2_after,10.0,0.0,1213.0,strangers
24,25,24_25,3_after,91.0,0.0,1213.0,strangers
25,24,24_25,3_after,10.0,0.0,1213.0,strangers
4,6,4_6,3_before,94.0,0.0,1034.0,strangers
6,4,4_6,3_before,56.0,0.0,1034.0,strangers
4,6,4_6,long_gap,94.0,0.0,1034.0,strangers
6,4,4_6,long_gap,56.0,0.0,1034.0,strangers
4,6,4_6,1_before,94.0,0.0,1034.0,strangers
6,4,4_6,1_before,56.0,0.0,1034.0,strangers
4,6,4_6,2_before,94.0,0.0,1034.0,strangers
6,4,4_6,2_before,56.0,0.0,1034.0,strangers
4,6,4_6,1_after,94.15,0.15000000000000568,1034.0,strangers
6,4,4_6,1_after,56.0,0.0,1034.0,strangers
4,6,4_6,2_after,95.0,1.0,1034.0,strangers
6,4,4_6,2_after,56.0,0.0,1034.0,strangers
4,6,4_6,3_after,94.8,0.7999999999999972,1034.0,strangers
6,4,4_6,3_after,56.0,0.0,1034.0,strangers
102,110,102_110,3_before,9.0,0.0,2693.0,strangers
110,102,102_110,3_before,16.0,0.0,2693.0,strangers
102,110,102_110,long_gap,11.74074074074074,2.7407407407407405,2693.0,strangers
110,102,102_110,long_gap,16.0,0.0,2693.0,strangers
102,110,102_110,1_before,10.6,1.5999999999999996,2693.0,strangers
110,102,102_110,1_before,16.0,0.0,2693.0,strangers
102,110,102_110,2_before,9.0,0.0,2693.0,strangers
110,102,102_110,2_before,16.0,0.0,2693.0,strangers
102,110,102_110,1_after,12.0,3.0,2693.0,strangers
110,102,102_110,1_after,16.0,0.0,2693.0,strangers
102,110,102_110,2_after,12.0,3.0,2693.0,strangers
110,102,102_110,2_after,16.0,0.0,2693.0,strangers
102,110,102_110,3_after,21.45,12.45,2693.0,strangers
110,102,102_110,3_after,16.0,0.0,2693.0,strangers
102,110,102_110,3_before,12.0,0.0,1105.0,strangers
110,102,102_110,3_before,16.0,0.0,1105.0,strangers
102,110,102_110,long_gap,35.0,23.0,1105.0,strangers
110,102,102_110,long_gap,16.0,0.0,1105.0,strangers
102,110,102_110,1_before,31.3,19.3,1105.0,strangers
110,102,102_110,1_before,16.0,0.0,1105.0,strangers
102,110,102_110,2_before,12.0,0.0,1105.0,strangers
110,102,102_110,2_before,16.0,0.0,1105.0,strangers
102,110,102_110,1_after,39.1,27.1,1105.0,strangers
110,102,102_110,1_after,16.0,0.0,1105.0,strangers
102,110,102_110,2_after,37.1,25.1,1105.0,strangers
110,102,102_110,2_after,16.0,0.0,1105.0,strangers
102,110,102_110,3_after,37.0,25.0,1105.0,strangers
110,102,102_110,3_after,16.0,0.0,1105.0,strangers
102,110,102_110,3_before,38.0,0.0,2205.0,strangers
110,102,102_110,3_before,16.0,0.0,2205.0,strangers
102,110,102_110,long_gap,35.63636363636363,-2.363636363636367,2205.0,strangers
110,102,102_110,long_gap,16.0,0.0,2205.0,strangers
102,110,102_110,1_before,35.0,-3.0,2205.0,strangers
110,102,102_110,1_before,16.0,0.0,2205.0,strangers
102,110,102_110,2_before,37.4,-0.6000000000000014,2205.0,strangers
110,102,102_110,2_before,16.0,0.0,2205.0,strangers
102,110,102_110,1_after,36.0,-2.0,2205.0,strangers
